id,Aspect_terms,Opinion_terms,sen_content
1940,_,十分不错,这个电脑十分不错。看起来很新。没有蹭。不卡。这一天内用它做了很多作业。
1940,_,很新,这个电脑十分不错。看起来很新。没有蹭。不卡。这一天内用它做了很多作业。
1940,_,没有,这个电脑十分不错。看起来很新。没有蹭。不卡。这一天内用它做了很多作业。
1940,_,很多作,这个电脑十分不错。看起来很新。没有蹭。不卡。这一天内用它做了很多作业。
1941,包装,完好无损,包装完好无损，电脑看起来大气，玩游戏不卡顿
1941,玩游戏,不卡顿,包装完好无损，电脑看起来大气，玩游戏不卡顿
1941,_,大气，,包装完好无损，电脑看起来大气，玩游戏不卡顿
1942,_,就降了,刚买了一个礼拜就降了200快钱，真坑
1942,_,快,刚买了一个礼拜就降了200快钱，真坑
1943,质量,很好,电脑的质量很好，是我喜欢的而且价格实惠
1943,价格,实惠,电脑的质量很好，是我喜欢的而且价格实惠
1943,_,喜欢,电脑的质量很好，是我喜欢的而且价格实惠
1944,_,_,都想不通怎么这么多人说不卡真是奇怪我的感觉卡不建议买
1945,_,降价,一直都有在关注**产品，嘛的，今天突然发现降价了，才买几天的电脑还不给差价保护
1945,_,还不给差价,一直都有在关注**产品，嘛的，今天突然发现降价了，才买几天的电脑还不给差价保护
1945,_,保护,一直都有在关注**产品，嘛的，今天突然发现降价了，才买几天的电脑还不给差价保护
1946,_,没反应,太次了，买了也就一个月问题不断，休眠还老死机，按哪个键都没反应
1947,质量,很好,电脑质量很好，外观也很漂亮，挺不错的！
1947,外观,很漂亮,电脑质量很好，外观也很漂亮，挺不错的！
1947,_,挺不错的,电脑质量很好，外观也很漂亮，挺不错的！
1948,运行,很好,非常棒，电脑运行起来很好，一点都不卡。还是**给力。
1948,_,非常棒,非常棒，电脑运行起来很好，一点都不卡。还是**给力。
1948,_,一点都不卡,非常棒，电脑运行起来很好，一点都不卡。还是**给力。
1949,质量,真的不错,电脑质量真的不错，画面清晰流畅，不卡网，信号稳定，游戏的好帮手。
1949,画面,清晰,电脑质量真的不错，画面清晰流畅，不卡网，信号稳定，游戏的好帮手。
1949,_,流畅,电脑质量真的不错，画面清晰流畅，不卡网，信号稳定，游戏的好帮手。
1949,_,不卡,电脑质量真的不错，画面清晰流畅，不卡网，信号稳定，游戏的好帮手。
1950,质量,很好,东西收到了，质量一很好，物流也很快，很满意的次购买
1950,物流,很快,东西收到了，质量一很好，物流也很快，很满意的次购买
1950,_,很满意,东西收到了，质量一很好，物流也很快，很满意的次购买
1951,_,还行,用着还行吧，塑料感太强了，显示屏都是软的
1951,料感,_,用着还行吧，塑料感太强了，显示屏都是软的
1951,显示,_,用着还行吧，塑料感太强了，显示屏都是软的
1952,_,有磕碰,新机回来，就发现机器右下脚有磕碰！还不能退换！真涨见识了！
1953,外观,精致漂亮,电脑外观精致漂亮，屏幕显示清晰，质量也不错，打游戏一点也不卡，是我喜欢的样子。
1953,屏幕显示,清晰,电脑外观精致漂亮，屏幕显示清晰，质量也不错，打游戏一点也不卡，是我喜欢的样子。
1953,打游戏,一点也不卡,电脑外观精致漂亮，屏幕显示清晰，质量也不错，打游戏一点也不卡，是我喜欢的样子。
1953,质量,不错,电脑外观精致漂亮，屏幕显示清晰，质量也不错，打游戏一点也不卡，是我喜欢的样子。
1954,音乐时,卡死，非得,总体上还可以，但不知道为什么有时候播放视频或放音乐时会突然卡死，非得强制关机才能搞好
1955,_,很快,送了很多东西，快递第二天就到，很快
1956,_,差到极致,差到极致
1957,_,卡,卡，每次右键新建都卡好久
1958,_,很不错,很不错的电脑没有让我失望，这家买了几次了值得信赖的
1959,质量,不错,笔记本电脑收到了，质量不错，运行速度很快，画面清晰，价钱也公道
1959,运行速度,很快,笔记本电脑收到了，质量不错，运行速度很快，画面清晰，价钱也公道
1959,画面,清晰，价钱,笔记本电脑收到了，质量不错，运行速度很快，画面清晰，价钱也公道
1960,外观,高,外观材质：外观高端大气上档次显卡效果：游戏画面极好，推荐144电脑性能：流畅，无明显卡帧
1960,游戏画面,极好,外观材质：外观高端大气上档次显卡效果：游戏画面极好，推荐144电脑性能：流畅，无明显卡帧
1960,性能,流畅,外观材质：外观高端大气上档次显卡效果：游戏画面极好，推荐144电脑性能：流畅，无明显卡帧
1960,外观材质,_,外观材质：外观高端大气上档次显卡效果：游戏画面极好，推荐144电脑性能：流畅，无明显卡帧
1960,_,无明显卡,外观材质：外观高端大气上档次显卡效果：游戏画面极好，推荐144电脑性能：流畅，无明显卡帧
1961,玩游戏,一点都不卡,电脑小巧，更薄玩游戏一点都不卡，超快，非常喜欢
1961,_,小巧，更薄,电脑小巧，更薄玩游戏一点都不卡，超快，非常喜欢
1961,_,超快,电脑小巧，更薄玩游戏一点都不卡，超快，非常喜欢
1961,_,非常喜欢,电脑小巧，更薄玩游戏一点都不卡，超快，非常喜欢
1962,物流,也快,卖家发货迅速，物流也快，客服态度好，笔记本开机很快，打游戏很流畅，外形也很酷，赞！
1962,开机,很快,卖家发货迅速，物流也快，客服态度好，笔记本开机很快，打游戏很流畅，外形也很酷，赞！
1962,打游戏,很流畅,卖家发货迅速，物流也快，客服态度好，笔记本开机很快，打游戏很流畅，外形也很酷，赞！
1962,外形,很酷，赞,卖家发货迅速，物流也快，客服态度好，笔记本开机很快，打游戏很流畅，外形也很酷，赞！
1962,发货,_,卖家发货迅速，物流也快，客服态度好，笔记本开机很快，打游戏很流畅，外形也很酷，赞！
1962,迅速,_,卖家发货迅速，物流也快，客服态度好，笔记本开机很快，打游戏很流畅，外形也很酷，赞！
1962,客服态度,_,卖家发货迅速，物流也快，客服态度好，笔记本开机很快，打游戏很流畅，外形也很酷，赞！
1963,性能,挺好,非常棒，很轻薄，性能也挺好，颜值也很高，赞赞赞
1963,颜值,很高,非常棒，很轻薄，性能也挺好，颜值也很高，赞赞赞
1963,_,非常棒,非常棒，很轻薄，性能也挺好，颜值也很高，赞赞赞
1963,_,很轻薄,非常棒，很轻薄，性能也挺好，颜值也很高，赞赞赞
1964,价格,_,**的7天价格保护就是摆设，别信
1965,卖家服务态度,很好,很好用不卡，卖家服务态度很好物流也很快
1965,物流,很快,很好用不卡，卖家服务态度很好物流也很快
1965,_,很好用,很好用不卡，卖家服务态度很好物流也很快
1965,_,不卡,很好用不卡，卖家服务态度很好物流也很快
1966,_,降价,这是什么鬼昨天买了今天才到就给我降价！！！！
1967,屏幕,清晰,宝贝不错，屏幕清晰不刺眼，运作速度还挺快，性价比高
1967,性价比,高,宝贝不错，屏幕清晰不刺眼，运作速度还挺快，性价比高
1967,运作速度,挺快,宝贝不错，屏幕清晰不刺眼，运作速度还挺快，性价比高
1967,_,不错,宝贝不错，屏幕清晰不刺眼，运作速度还挺快，性价比高
1967,_,不刺眼,宝贝不错，屏幕清晰不刺眼，运作速度还挺快，性价比高
1968,接触,指点不亮,这是我购买最不好的体验。机都开不了，我不知道为什么。指点不亮明显的接触不良。
1969,运行,快,很不错的一部电脑，性能好，运行快，内存也够用，外观轻薄。
1969,外观,轻薄,很不错的一部电脑，性能好，运行快，内存也够用，外观轻薄。
1969,内存,够用,很不错的一部电脑，性能好，运行快，内存也够用，外观轻薄。
1969,_,很不错,很不错的一部电脑，性能好，运行快，内存也够用，外观轻薄。
1969,性能,_,很不错的一部电脑，性能好，运行快，内存也够用，外观轻薄。
1970,性价比,很好,很好用，性价比很好，好评，有需要再来！
1970,_,很好,很好用，性价比很好，好评，有需要再来！
1971,运行速度,很快,运行速度很快。真的很棒！外观精致。方便携带。太棒了！
1971,外观,精致,运行速度很快。真的很棒！外观精致。方便携带。太棒了！
1971,_,真的很棒,运行速度很快。真的很棒！外观精致。方便携带。太棒了！
1971,_,方便携带,运行速度很快。真的很棒！外观精致。方便携带。太棒了！
1971,_,太棒了,运行速度很快。真的很棒！外观精致。方便携带。太棒了！
1972,_,垃圾,垃圾，才买一个星期，就黑屏。
1972,_,就黑屏,垃圾，才买一个星期，就黑屏。
1973,_,一点都不好,一点都不好！慎重购买
1974,外观,小巧轻薄,电脑性能：非常不错物流也很快。值得购买，外观小巧轻薄
1974,性能,非常不错,电脑性能：非常不错物流也很快。值得购买，外观小巧轻薄
1974,物流,很快,电脑性能：非常不错物流也很快。值得购买，外观小巧轻薄
1975,_,还可以,耗电太快了，其他的都还可以
1976,质量,很好,质量很好，手感超薄，电池耐用运行速度快
1976,手感,超薄,质量很好，手感超薄，电池耐用运行速度快
1976,电池,耐用,质量很好，手感超薄，电池耐用运行速度快
1976,运行速度,快,质量很好，手感超薄，电池耐用运行速度快
1977,_,降价,降价太坑人了，上午刚收到，下午就降价600，郁闷
1978,屏幕,有时,电脑还是很流畅的，毕竟是新的，不过遇到一个问题，就是在使用时屏幕有时会黑屏几秒，求解释
1978,_,很流畅,电脑还是很流畅的，毕竟是新的，不过遇到一个问题，就是在使用时屏幕有时会黑屏几秒，求解释
1978,_,黑屏,电脑还是很流畅的，毕竟是新的，不过遇到一个问题，就是在使用时屏幕有时会黑屏几秒，求解释
1979,出声音,_,目前还没什么问题，只是刚买回来的时候电量不是足，而且有一次关机会发出声音，但是用了2天后已经没有出现问题
1980,_,_,电脑挺好的，比想象中的大钥有小尺寸旗舰就更好了，所有客服都比较耐心，及时解决了问题。
1981,快递,很快,快递很快，电脑很好，我先用一天再来追评吧
1981,_,很好,快递很快，电脑很好，我先用一天再来追评吧
1982,物流,差评,物流差评，分配地址居然也能错了
1982,配地,_,物流差评，分配地址居然也能错了
1983,_,手时,怎么说呢，刚到手时还好，但是自从我完了3天ps以后开机过后有点卡，要等好一会才能动鼠标
1984,外观,很漂亮,外观很漂亮，轻薄很方便携带，性价比很高，屏幕清晰，网速非常流畅
1984,性价比,很高,外观很漂亮，轻薄很方便携带，性价比很高，屏幕清晰，网速非常流畅
1984,屏幕,清晰,外观很漂亮，轻薄很方便携带，性价比很高，屏幕清晰，网速非常流畅
1984,网速,非常流畅,外观很漂亮，轻薄很方便携带，性价比很高，屏幕清晰，网速非常流畅
1984,_,轻薄,外观很漂亮，轻薄很方便携带，性价比很高，屏幕清晰，网速非常流畅
1984,_,很方便携带,外观很漂亮，轻薄很方便携带，性价比很高，屏幕清晰，网速非常流畅
1985,_,很好的,第好几次购买了，要求不是很高使用的话很好的()了你
1986,包装,破损,包装盒破损严重，后期质量问题如何保障
1986,_,严重,包装盒破损严重，后期质量问题如何保障
1987,质感,很好,质感很好，规格也刚好，很适合。网上买也很方便。
1987,规格,刚好,质感很好，规格也刚好，很适合。网上买也很方便。
1987,_,很方便,质感很好，规格也刚好，很适合。网上买也很方便。
1988,_,有卡顿,也就这样，跑分比锐龙版低，还有卡顿
1989,物流,很快,物流很快，质量很好网也不卡用着很流畅
1989,质量,很好,物流很快，质量很好网也不卡用着很流畅
1989,_,不卡,物流很快，质量很好网也不卡用着很流畅
1989,_,很流畅,物流很快，质量很好网也不卡用着很流畅
1990,鼠标,，也是价还送好多,电源线有点短，凌晨买的还没原装的鼠标，也是价还送好多...销售...
1991,颜值,_,颜值还行，就是做设计的不要买了；cdr使用都卡的要死
1991,_,卡的要死,颜值还行，就是做设计的不要买了；cdr使用都卡的要死
1992,开机,很快,电脑很好，运行、开机都很快，一点都不卡
1992,_,很好,电脑很好，运行、开机都很快，一点都不卡
1992,运行,_,电脑很好，运行、开机都很快，一点都不卡
1992,_,一点都不卡,电脑很好，运行、开机都很快，一点都不卡
1993,物流,很快,电脑很好，物流也很快，送的东西也很实用
1993,_,很好,电脑很好，物流也很快，送的东西也很实用
1993,_,很实用,电脑很好，物流也很快，送的东西也很实用
1994,_,挺不错,第一次在网上买电脑。还挺不错的，外观啥的都是我喜欢的，还不错！
1994,外观,_,第一次在网上买电脑。还挺不错的，外观啥的都是我喜欢的，还不错！
1994,_,不错,第一次在网上买电脑。还挺不错的，外观啥的都是我喜欢的，还不错！
1995,_,_,怎么没有鼠标，售后又没有回复
1996,性能,挺好的,很不错用起来性能什么都挺好的
1996,_,很不错,很不错用起来性能什么都挺好的
1997,_,降价,活动比我买的时候直接降价1400，这是不是有点坑了。
1997,_,有点坑了,活动比我买的时候直接降价1400，这是不是有点坑了。
1998,散热,还可以,还可以散热声音太大了就是&hellip;&hellip;刚买回来用的第二天我都以为里面下雨了&hellip;&hellip;
1998,声音,_,还可以散热声音太大了就是&hellip;&hellip;刚买回来用的第二天我都以为里面下雨了&hellip;&hellip;
1999,_,经常卡,开始栏经常卡死掉，不是第一次出现。重启后才能正常使用。
2000,_,清，续航能力,查清，续航能力极差
2000,_,极差,查清，续航能力极差
2001,包散热,有点差,除了没电脑包散热有点差其他地方都挺好的
2001,_,挺好的,除了没电脑包散热有点差其他地方都挺好的
2002,发货速度,好,店家发货速度好快哦，宝贝很不错，运行速度挺快的，大爱大爱
2002,运行速度,挺快的,店家发货速度好快哦，宝贝很不错，运行速度挺快的，大爱大爱
2002,_,快,店家发货速度好快哦，宝贝很不错，运行速度挺快的，大爱大爱
2002,_,很不错,店家发货速度好快哦，宝贝很不错，运行速度挺快的，大爱大爱
2002,_,，大爱,店家发货速度好快哦，宝贝很不错，运行速度挺快的，大爱大爱
2003,玩游戏,很流畅,宝贝已收到，玩游戏很流畅，款式很时尚，很满意！
2003,款式,很时尚,宝贝已收到，玩游戏很流畅，款式很时尚，很满意！
2003,_,很满意,宝贝已收到，玩游戏很流畅，款式很时尚，很满意！
2004,键盘,很帅气,习武之人必用电脑，键盘很帅气，性能非常的不错
2004,性能,非常的不错,习武之人必用电脑，键盘很帅气，性能非常的不错
2005,包装,很好,电脑包装很好，没有毛病，好像屏幕没有贴膜，美中不足！物流速度很快！
2005,物流速度,很快,电脑包装很好，没有毛病，好像屏幕没有贴膜，美中不足！物流速度很快！
2005,_,没有毛病,电脑包装很好，没有毛病，好像屏幕没有贴膜，美中不足！物流速度很快！
2006,游戏软件,有点卡,为什么会有其他游戏软件，而且有点卡。
2006,_,什么会有,为什么会有其他游戏软件，而且有点卡。
2007,玩大型游戏,不卡顿,玩大型游戏不卡顿，散热很好，外观几乎没有磨损，有九成新！
2007,散热,很好,玩大型游戏不卡顿，散热很好，外观几乎没有磨损，有九成新！
2007,_,有磨损，有九成新,玩大型游戏不卡顿，散热很好，外观几乎没有磨损，有九成新！
2008,系统,用不了,好多工作系统用不了
2008,工作,_,好多工作系统用不了
2009,质量,特别好,挺喜欢的，质量特别好，很不错，物美价廉，特别棒。
2009,_,挺喜欢,挺喜欢的，质量特别好，很不错，物美价廉，特别棒。
2009,_,很不错,挺喜欢的，质量特别好，很不错，物美价廉，特别棒。
2009,_,物美价廉，,挺喜欢的，质量特别好，很不错，物美价廉，特别棒。
2009,_,特别棒,挺喜欢的，质量特别好，很不错，物美价廉，特别棒。
2010,_,不错,感觉不错，小巧方便
2010,_,方便,感觉不错，小巧方便
2011,_,卡死,用一段时间就会卡死几十秒钟，完全没反应
2011,_,反应,用一段时间就会卡死几十秒钟，完全没反应
2012,上网速度,快,笔记本电脑拿到了，超薄轻巧方便携带非常好用上网速度快满意。
2012,_,超薄轻巧方便携带,笔记本电脑拿到了，超薄轻巧方便携带非常好用上网速度快满意。
2012,_,非常好用,笔记本电脑拿到了，超薄轻巧方便携带非常好用上网速度快满意。
2012,_,满意,笔记本电脑拿到了，超薄轻巧方便携带非常好用上网速度快满意。
2013,声音,_,声音很大是真的，根本不用音响。运行起了也比较快，待机不错。
2013,_,不用音响,声音很大是真的，根本不用音响。运行起了也比较快，待机不错。
2013,_,比较快,声音很大是真的，根本不用音响。运行起了也比较快，待机不错。
2013,待机,_,声音很大是真的，根本不用音响。运行起了也比较快，待机不错。
2014,_,经常蓝屏,经常蓝屏
2015,外观,好看精美,外观好看精美，材质也不错，屏幕清晰一点也不卡，价格也实惠。
2015,屏幕,清晰,外观好看精美，材质也不错，屏幕清晰一点也不卡，价格也实惠。
2015,材质,不错,外观好看精美，材质也不错，屏幕清晰一点也不卡，价格也实惠。
2015,价格,实惠,外观好看精美，材质也不错，屏幕清晰一点也不卡，价格也实惠。
2015,_,一点也不卡,外观好看精美，材质也不错，屏幕清晰一点也不卡，价格也实惠。
2016,硬盘,便坏了,买了两周。用了一周。硬盘便坏了
2017,_,不错,不错，非常满意，没在网上买电子产品，一点都没让我失望，谢谢店家，祝店家生意兴隆，财源滚滚
2017,_,没让我失望,不错，非常满意，没在网上买电子产品，一点都没让我失望，谢谢店家，祝店家生意兴隆，财源滚滚
2018,_,指标,笔记本电脑各项指标都还行。是个好宝贝
2018,_,还行,笔记本电脑各项指标都还行。是个好宝贝
2019,售后态度,不错,屏幕差劲的很也就是售后态度不错换来换去的也嫌麻烦凑合用吧
2019,屏幕,_,屏幕差劲的很也就是售后态度不错换来换去的也嫌麻烦凑合用吧
2020,_,_,什么鬼，新买的硬盘就这么多丢失和瑕疵
2021,运行速度,非常快,运行速度非常快。手感非常舒服。电池续航能力也非常强。玩游戏一点也不卡顿。
2021,手感,非常舒服,运行速度非常快。手感非常舒服。电池续航能力也非常强。玩游戏一点也不卡顿。
2021,玩游戏,一点也不卡顿,运行速度非常快。手感非常舒服。电池续航能力也非常强。玩游戏一点也不卡顿。
2021,电池续航能,非常强,运行速度非常快。手感非常舒服。电池续航能力也非常强。玩游戏一点也不卡顿。
2022,鼠标,类的零星,儿子还喜欢，就是电脑包也没有？还有鼠标之类的零星东西也不送一个？
2023,售后服务,真是差劲,这里的售后服务真是差劲到无语，发的一切回答都是敷衍，根本解决不了问题，最后人还不见了，差评差评，完全就不想理人
2023,_,差评,这里的售后服务真是差劲到无语，发的一切回答都是敷衍，根本解决不了问题，最后人还不见了，差评差评，完全就不想理人
2024,亮服务,不错,亮服务不错物流也很快电脑品质值得信赖外观也比较精致还算满意用一段时间看下有没有什么问题
2024,物流,很快,亮服务不错物流也很快电脑品质值得信赖外观也比较精致还算满意用一段时间看下有没有什么问题
2024,外观,比较精致,亮服务不错物流也很快电脑品质值得信赖外观也比较精致还算满意用一段时间看下有没有什么问题
2024,_,满意,亮服务不错物流也很快电脑品质值得信赖外观也比较精致还算满意用一段时间看下有没有什么问题
2025,客服,_,还是官方旗舰店呢，先不说电脑怎样，有问题客服半天都不回答，回答啦还不是要问的问题，真是服了
2025,_,真是服了,还是官方旗舰店呢，先不说电脑怎样，有问题客服半天都不回答，回答啦还不是要问的问题，真是服了
2026,反应速度,快,用好一阵子了，反应速度快性能各方面都挺好，出门携带也方便。
2026,方面,挺好,用好一阵子了，反应速度快性能各方面都挺好，出门携带也方便。
2026,携带,方便,用好一阵子了，反应速度快性能各方面都挺好，出门携带也方便。
2026,性能,_,用好一阵子了，反应速度快性能各方面都挺好，出门携带也方便。
2027,速度,慢,包装无比简陋，就一个盒子，防护的东西太少了。送货速度慢，差评，刚买了就降价，不好的体验。
2027,包装,_,包装无比简陋，就一个盒子，防护的东西太少了。送货速度慢，差评，刚买了就降价，不好的体验。
2027,_,差评,包装无比简陋，就一个盒子，防护的东西太少了。送货速度慢，差评，刚买了就降价，不好的体验。
2027,_,降价,包装无比简陋，就一个盒子，防护的东西太少了。送货速度慢，差评，刚买了就降价，不好的体验。
2028,_,很满意,电脑到货了，很满意，用起来非常流畅
2028,_,非常流畅,电脑到货了，很满意，用起来非常流畅
2029,_,调整价格,价钱波动这么大吗？刚买的，就调整价格500块钱呀
2030,速度,快,速度快。分辨率高。非常满意。好评
2030,分辨率,高,速度快。分辨率高。非常满意。好评
2030,_,非常满意,速度快。分辨率高。非常满意。好评
2030,_,好评,速度快。分辨率高。非常满意。好评
2031,外观,不错,笔记本电脑外观不错，屏幕很清晰很高，运行速度很快，买的划算，五分好评
2031,屏幕,很清晰,笔记本电脑外观不错，屏幕很清晰很高，运行速度很快，买的划算，五分好评
2031,运行速度,很快,笔记本电脑外观不错，屏幕很清晰很高，运行速度很快，买的划算，五分好评
2031,_,很高,笔记本电脑外观不错，屏幕很清晰很高，运行速度很快，买的划算，五分好评
2031,_,划算,笔记本电脑外观不错，屏幕很清晰很高，运行速度很快，买的划算，五分好评
2031,_,好评,笔记本电脑外观不错，屏幕很清晰很高，运行速度很快，买的划算，五分好评
2032,游戏画面,很清晰,显卡效果：游戏画面很清晰，一点也不卡
2032,_,卡,显卡效果：游戏画面很清晰，一点也不卡
2032,_,一点也不卡,显卡效果：游戏画面很清晰，一点也不卡
2033,屏幕,很清晰,虽然是二手的，但是感觉很新，用起来一点都不卡顿，屏幕也很清晰。超级好，喜欢直接入手。
2033,_,是二手的,虽然是二手的，但是感觉很新，用起来一点都不卡顿，屏幕也很清晰。超级好，喜欢直接入手。
2033,_,很新,虽然是二手的，但是感觉很新，用起来一点都不卡顿，屏幕也很清晰。超级好，喜欢直接入手。
2033,_,一点都不卡顿,虽然是二手的，但是感觉很新，用起来一点都不卡顿，屏幕也很清晰。超级好，喜欢直接入手。
2033,_,超级好,虽然是二手的，但是感觉很新，用起来一点都不卡顿，屏幕也很清晰。超级好，喜欢直接入手。
2033,_,喜欢,虽然是二手的，但是感觉很新，用起来一点都不卡顿，屏幕也很清晰。超级好，喜欢直接入手。
2034,_,非常烫,非常烫
2035,散热,不好,高配版本，双十一买的，死机2次，散热不好。
2036,外形,美观大方,笔记本电脑收到，外形美观大方很薄，已经用上了，运行速度快，玩游戏也不卡了，卖家服务很好
2036,运行速度,快,笔记本电脑收到，外形美观大方很薄，已经用上了，运行速度快，玩游戏也不卡了，卖家服务很好
2036,卖家服务,很好,笔记本电脑收到，外形美观大方很薄，已经用上了，运行速度快，玩游戏也不卡了，卖家服务很好
2036,玩游戏,不卡,笔记本电脑收到，外形美观大方很薄，已经用上了，运行速度快，玩游戏也不卡了，卖家服务很好
2036,_,很薄,笔记本电脑收到，外形美观大方很薄，已经用上了，运行速度快，玩游戏也不卡了，卖家服务很好
2037,发热,_,发热，噪音较大**笔记本一个型号一个不同的bios，还有一些功能键也不一样，使用要一段时间熟悉
2037,功能,_,发热，噪音较大**笔记本一个型号一个不同的bios，还有一些功能键也不一样，使用要一段时间熟悉
2038,质量,不错,电脑收到了，质量不错，性能也好，轻巧方便，非常好
2038,性能,_,电脑收到了，质量不错，性能也好，轻巧方便，非常好
2038,_,方便,电脑收到了，质量不错，性能也好，轻巧方便，非常好
2038,_,非常好,电脑收到了，质量不错，性能也好，轻巧方便，非常好
2039,_,无缘无故发热,无缘无故发热，看电影两小时就没电了，电脑热的要死！超级差评！！！！！
2039,_,热的要死！超级差评,无缘无故发热，看电影两小时就没电了，电脑热的要死！超级差评！！！！！
2040,质量,好，,质量好，颜色款式大小都很适合满意
2040,大小,很适合满意,质量好，颜色款式大小都很适合满意
2040,颜色,_,质量好，颜色款式大小都很适合满意
2040,款式,_,质量好，颜色款式大小都很适合满意
2041,质量,不错,收到了，质量不错，不卡，满意
2041,_,满意,收到了，质量不错，不卡，满意
2042,外观,非常漂亮,电脑外观非常漂亮，玩起来速度快，价格又实惠，非常满意！
2042,速度,快,电脑外观非常漂亮，玩起来速度快，价格又实惠，非常满意！
2042,价格,又实惠,电脑外观非常漂亮，玩起来速度快，价格又实惠，非常满意！
2042,_,非常满意,电脑外观非常漂亮，玩起来速度快，价格又实惠，非常满意！
2043,LOL,_,**的笔记本我不敢恭维，网页闪退，最基本都LOL都带不起
2044,办公软件,_,为什么没安装办公软件
2045,开表格,有点慢,反应还是有点慢，有点重，打开表格也有点慢。
2045,_,有点慢,反应还是有点慢，有点重，打开表格也有点慢。
2045,_,点重,反应还是有点慢，有点重，打开表格也有点慢。
2046,反应,挺快,电脑不错！反应挺快！比我以前的好用
2046,_,不错,电脑不错！反应挺快！比我以前的好用
2047,卖家态度,满意,重装个双系统。放家里用美滋滋。炒股啥的够用。平时看看电影。很不错，卖家态度也满意，赞
2047,_,很不错,重装个双系统。放家里用美滋滋。炒股啥的够用。平时看看电影。很不错，卖家态度也满意，赞
2048,玩游戏,一点都不卡,笔记本收到，试用了几天不错，玩游戏一点都不卡，谢谢客服！
2048,_,不错,笔记本收到，试用了几天不错，玩游戏一点都不卡，谢谢客服！
2048,客服,_,笔记本收到，试用了几天不错，玩游戏一点都不卡，谢谢客服！
2049,_,很好,很好不错
2049,_,不错,很好不错
2050,物流,很快,物流很快，包装很好，外观霸气侧漏，很喜欢。吃鸡，王者，明日之后流畅。其它方面用段时间再追评。
2050,包装,很好,物流很快，包装很好，外观霸气侧漏，很喜欢。吃鸡，王者，明日之后流畅。其它方面用段时间再追评。
2050,外观,霸气,物流很快，包装很好，外观霸气侧漏，很喜欢。吃鸡，王者，明日之后流畅。其它方面用段时间再追评。
2050,侧漏,很喜欢,物流很快，包装很好，外观霸气侧漏，很喜欢。吃鸡，王者，明日之后流畅。其它方面用段时间再追评。
2050,吃鸡,_,物流很快，包装很好，外观霸气侧漏，很喜欢。吃鸡，王者，明日之后流畅。其它方面用段时间再追评。
2050,_,流畅,物流很快，包装很好，外观霸气侧漏，很喜欢。吃鸡，王者，明日之后流畅。其它方面用段时间再追评。
2051,打开,挺漂亮的,电脑收到了，打开挺漂亮的，速度很快，反星挺灵敏的，想要买的小伙伴快来下手吧
2051,速度,很快,电脑收到了，打开挺漂亮的，速度很快，反星挺灵敏的，想要买的小伙伴快来下手吧
2051,_,反星,电脑收到了，打开挺漂亮的，速度很快，反星挺灵敏的，想要买的小伙伴快来下手吧
2051,_,挺灵敏的,电脑收到了，打开挺漂亮的，速度很快，反星挺灵敏的，想要买的小伙伴快来下手吧
2051,_,快,电脑收到了，打开挺漂亮的，速度很快，反星挺灵敏的，想要买的小伙伴快来下手吧
2052,质量,不错,电脑质量不错哟物流也很快
2052,物流,很快,电脑质量不错哟物流也很快
2053,_,一般,一般，字体有点模糊，有问题找客服半天都不回
2053,_,点模糊,一般，字体有点模糊，有问题找客服半天都不回
2053,客服,_,一般，字体有点模糊，有问题找客服半天都不回
2054,_,不完美,并不完美...?
2055,，散热,不太好,暂时还不错，先用着看看吧，散热不太好。不过这个价位已经很不错了。
2055,_,不错,暂时还不错，先用着看看吧，散热不太好。不过这个价位已经很不错了。
2055,_,很不错,暂时还不错，先用着看看吧，散热不太好。不过这个价位已经很不错了。
2056,_,二手的,虽说是二手的。但特别好用，一点都不卡
2056,_,特别好用,虽说是二手的。但特别好用，一点都不卡
2056,_,一点都不卡,虽说是二手的。但特别好用，一点都不卡
2057,_,没有用,还没有用，习惯好评
2057,_,好评,还没有用，习惯好评
2058,_,不充电,这电脑真的不推荐购买，买来不到两周突然就不充电了！
2059,_,_,坑坑坑，换电脑不让换
2060,配置,很好,电脑配置很好，画面清晰，携带方便，样子好看。
2060,画面,清晰,电脑配置很好，画面清晰，携带方便，样子好看。
2060,携带,方便,电脑配置很好，画面清晰，携带方便，样子好看。
2060,_,好看,电脑配置很好，画面清晰，携带方便，样子好看。
2061,物流,蛮快,物流蛮快的，包装的很好，外观也特别的好看，电脑的运行速度特别好
2061,运行速度,特别好,物流蛮快的，包装的很好，外观也特别的好看，电脑的运行速度特别好
2061,包装,很好,物流蛮快的，包装的很好，外观也特别的好看，电脑的运行速度特别好
2061,外观,特别的好看,物流蛮快的，包装的很好，外观也特别的好看，电脑的运行速度特别好
2062,包装,挺好,包装挺好的，没有损坏，外观大气时尚，方便携带，价格实惠。
2062,外观,大气时尚,包装挺好的，没有损坏，外观大气时尚，方便携带，价格实惠。
2062,价格,实惠,包装挺好的，没有损坏，外观大气时尚，方便携带，价格实惠。
2062,_,方便携带,包装挺好的，没有损坏，外观大气时尚，方便携带，价格实惠。
2063,运行速度,非常快,这款笔记本运行速度非常快，办公游戏都能用，反应速度灵敏，非常棒。
2063,反应速度,灵敏，,这款笔记本运行速度非常快，办公游戏都能用，反应速度灵敏，非常棒。
2063,办公,_,这款笔记本运行速度非常快，办公游戏都能用，反应速度灵敏，非常棒。
2063,游戏,_,这款笔记本运行速度非常快，办公游戏都能用，反应速度灵敏，非常棒。
