,id,id,Aspect_terms,Opinion_terms,Categories,Polarities
5902,2166,2166,_,便宜,价格,正面
5903,2167,2167,外观,好看,外观,正面
5904,2167,2167,配置,不错,硬件&性能,正面
5905,2167,2167,_,真心不错,整体,正面
5906,2167,2167,_,很薄,外观,正面
5907,2167,2167,_,，喜欢,整体,正面
5908,2168,2168,_,物有所值,价格,负面
5909,2168,2168,_,很精美,整体,正面
5910,2168,2168,_,漂亮,外观,正面
5911,2168,2168,_,很满意,整体,正面
5912,2169,2169,_,降价,价格,负面
5913,2170,2170,屏蔽,_,硬件&性能,负面
5914,2171,2171,_,超级棒,整体,正面
5915,2172,2172,风扇声音,有点大,硬件&性能,负面
5916,2172,2172,散热,很O,硬件&性能,负面
5917,2172,2172,_,好,整体,正面
5918,2173,2173,性能,很全面,硬件&性能,正面
5919,2173,2173,运行速度,也可以,硬件&性能,正面
5920,2173,2173,服务态度,好,服务,正面
5921,2174,2174,屏幕,有点大,硬件&性能,负面
5922,2174,2174,_,挺好,整体,负面
5923,2174,2174,_,客气点,整体,中性
5924,2174,2174,_,更好,整体,负面
5925,2175,2175,_,满意,整体,正面
5926,2175,2175,_,挺不错的,整体,正面
5927,2176,2176,左边风扇滋,滋响,整体,负面
5928,2176,2176,_,可以,整体,正面
5929,2177,2177,运行,流畅,硬件&性能,正面
5930,2177,2177,材质,好,外观,正面
5931,2177,2177,外观,好看,外观,正面
5932,2177,2177,软件,，不卡顿,软件&性能,正面
5933,2177,2177,_,特色,外观,正面
5934,2177,2177,_,挺好的,整体,正面
5935,2178,2178,金色,挺好看的,外观,正面
5936,2178,2178,_,到粉色,硬件&性能,负面
5937,2179,2179,_,不错,整体,正面
5938,2180,2180,发货,很快,物流,正面
5939,2180,2180,商家态度,非常好,服务,正面
5940,2180,2180,质量,很好,整体,正面
5941,2180,2180,_,挺不错,整体,正面
5942,2180,2180,_,非常满意,整体,正面
5943,2181,2181,_,很担心,整体,中性
5944,2181,2181,质量,_,整体,负面
5945,2181,2181,_,挺不错,整体,负面
5946,2182,2182,_,太差劲了,整体,负面
5947,2183,2183,质量,好,整体,正面
5948,2183,2183,物流,快,物流,正面
5949,2183,2183,_,真的很好,整体,正面
5950,2183,2183,_,五星,整体,正面
5951,2183,2183,_,好评,整体,正面
5952,2184,2184,打游戏,一点也不卡,使用场景,正面
5953,2184,2184,_,一看,外观,正面
5954,2184,2184,_,非常满意,整体,正面
5955,2185,2185,_,太卡了,硬件&性能,正面
5956,2185,2185,office,_,使用场景,负面
5957,2186,2186,外观,很漂亮,外观,正面
5958,2186,2186,开机速度,快,硬件&性能,正面
5959,2186,2186,运行平稳,不卡顿,硬件&性能,正面
5960,2186,2186,容量,大,硬件&性能,正面
5961,2186,2186,_,很喜欢,整体,正面
5962,2186,2186,_,很值,价格,正面
5963,2187,2187,客服,很给力,整体,正面
5964,2187,2187,物流,很快,物流,正面
5965,2187,2187,_,非常好,整体,正面
5966,2187,2187,_,很喜欢,整体,正面
5967,2188,2188,性能,不错,硬件&性能,正面
5968,2188,2188,运行速度,快,硬件&性能,正面
5969,2188,2188,外观,好看,外观,正面
5970,2188,2188,颜色,_,外观,正面
5971,2189,2189,办公勉强,一般,使用场景,负面
5972,2189,2189,_,不好,整体,负面
5973,2190,2190,性能,不错,硬件&性能,正面
5974,2190,2190,画面,清晰,硬件&性能,正面
5975,2190,2190,价格,实惠,价格,正面
5976,2190,2190,性价比,高,价格,正面
5977,2190,2190,_,流畅,硬件&性能,正面
5978,2190,2190,_,不卡,硬件&性能,正面
5979,2190,2190,_,可以,整体,正面
5980,2191,2191,运行速度,很快,硬件&性能,正面
5981,2191,2191,外观,精致,外观,正面
5982,2191,2191,材质,挺好,外观,正面
5983,2191,2191,_,非常满意,整体,正面
5984,2192,2192,_,不回复,服务,负面
5985,2193,2193,画面,流畅清晰,硬件&性能,正面
5986,2193,2193,运行,很好,硬件&性能,正面
5987,2193,2193,价格,很实惠,价格,正面
5988,2194,2194,运行速度,快,硬件&性能,正面
5989,2194,2194,画面显示,很细腻，发热,硬件&性能,正面
5990,2194,2194,_,很流畅,硬件&性能,正面
5991,2194,2194,_,不大，,整体,正面
5992,2194,2194,_,很好,整体,正面
5993,2195,2195,外观,很高档,外观,正面
5994,2195,2195,外观材质,_,外观,正面
5995,2196,2196,外观,好看,外观,正面
5996,2196,2196,网速,快,硬件&性能,正面
5997,2196,2196,价格,实惠,价格,正面
5998,2196,2196,镜面,超薄,外观,正面
5999,2196,2196,_,，用,整体,正面
6000,2196,2196,_,得心应手，,整体,正面
6001,2196,2196,_,非常满意,整体,正面
6002,2197,2197,外观,还可以,外观,正面
6003,2197,2197,打英雄联,闪退，,软件&性能,正面
6004,2197,2197,显示模糊,_,硬件&性能,正面
6005,2198,2198,_,不错,整体,正面
6006,2198,2198,_,流畅,硬件&性能,正面
6007,2199,2199,性能,不错,硬件&性能,正面
6008,2199,2199,显卡效果,很棒,硬件&性能,正面
6009,2199,2199,外观,没有瑕疵,外观,正面
6010,2200,2200,物流,很快,物流,正面
6011,2200,2200,_,非常喜欢,整体,正面
6012,2200,2200,_,很好,整体,正面
6013,2201,2201,反应,快,硬件&性能,正面
6014,2201,2201,运行速度,好,硬件&性能,正面
6015,2201,2201,_,很不错,整体,正面
6016,2201,2201,_,非常满意,整体,正面
6017,2202,2202,_,很好,整体,正面
6018,2203,2203,_,不送,价格,负面
6019,2203,2203,_,好看,硬件&性能,负面
6020,2204,2204,音质,很好,硬件&性能,正面
6021,2204,2204,_,很清楚,硬件&性能,正面
6022,2204,2204,_,，物有所值,价格,正面
6023,2205,2205,质量,不错,整体,正面
6024,2205,2205,_,便宜,价格,正面
6025,2206,2206,性能,很好,硬件&性能,正面
6026,2206,2206,运行,正常,硬件&性能,正面
6027,2206,2206,_,非常方便,整体,正面
6028,2207,2207,,只开个酷狗不开温度都90多度，客服问了也是白问,整体,负面
6029,2208,2208,性价比,超高,价格,正面
6030,2208,2208,运行,一点的不卡,硬件&性能,负面
6031,2208,2208,_,一点都不显得笨重,使用场景,负面
6032,2208,2208,游戏,_,使用场景,负面
6033,2209,2209,外观,好看,外观,正面
6034,2209,2209,质量,好,整体,正面
6035,2209,2209,运行速度,快,硬件&性能,正面
6036,2209,2209,内存,优质,硬件&性能,正面
6037,2210,2210,画质,很清晰,硬件&性能,正面
6038,2210,2210,玩游戏,不卡,使用场景,正面
6039,2211,2211,服务,不错,服务,正面
6040,2211,2211,_,挺好,整体,正面
6041,2212,2212,_,一般,真伪,正面
6042,2213,2213,网速,很快,硬件&性能,正面
6043,2213,2213,玩游戏,不卡顿,使用场景,正面
6044,2213,2213,颜值,高,外观,正面
6045,2213,2213,_,真心,整体,正面
6046,2213,2213,_,，满意,整体,正面
6047,2214,2214,显示器,_,硬件&性能,负面
6048,2215,2215,质量,很好,整体,正面
6049,2215,2215,外观,漂亮,外观,正面
6050,2215,2215,屏幕,清晰,硬件&性能,正面
6051,2215,2215,图片,描,软件&性能,正面
6052,2215,2215,携带,方便,外观,正面
6053,2215,2215,性价比,高,价格,正面
6054,2215,2215,颜色,一致,外观,正面
6055,2215,2215,_,超薄,外观,正面
6056,2216,2216,_,退货,服务,正面
6057,2217,2217,质量,不错,整体,正面
6058,2217,2217,性能,好,硬件&性能,正面
6059,2217,2217,运行平稳,不卡,硬件&性能,正面
6060,2217,2217,_,很流畅，喜欢,外观,正面
6061,2218,2218,卖家服务态度,特别好,服务,正面
6062,2218,2218,玩游戏,不卡,使用场景,正面
6063,2218,2218,发货,快,物流,正面
6064,2218,2218,质量,_,整体,正面
6065,2218,2218,_,很流畅,硬件&性能,正面
6066,2219,2219,散热,不错,硬件&性能,负面
6067,2219,2219,cpu,_,外观,负面
6068,2219,2219,显卡,_,硬件&性能,负面
6069,2219,2219,屏幕,_,硬件&性能,负面
6070,2220,2220,画面,清晰，音质,硬件&性能,正面
6071,2220,2220,配置,高,硬件&性能,正面
6072,2220,2220,_,发货,使用场景,负面
6073,2221,2221,电池,不耐用,硬件&性能,负面
6074,2222,2222,效果,不错,整体,正面
6075,2222,2222,款式,挺好看,外观,正面
6076,2222,2222,电量,可以,整体,正面
6077,2222,2222,_,很流畅,硬件&性能,正面
6078,2223,2223,包装,完好,包装,正面
6079,2223,2223,物流,很快,物流,正面
6080,2224,2224,客服,很好,服务,正面
6081,2224,2224,_,完美,整体,正面
6082,2224,2224,_,好评,整体,正面
6083,2225,2225,颜色,很漂亮,外观,正面
6084,2225,2225,_,很好用,整体,正面
6085,2225,2225,外观,_,外观,正面
6086,2226,2226,包装,严实,包装,正面
6087,2226,2226,外观,漂亮精致,外观,正面
6088,2226,2226,反应,非常快,硬件&性能,正面
6089,2226,2226,开机速度,很快,硬件&性能,正面
6090,2226,2226,_,非常薄,外观,正面
6091,2226,2226,_,一点不卡顿,硬件&性能,正面
6092,2226,2226,_,非常满意,整体,正面
6093,2227,2227,价格,，为了,价格,负面
6094,2227,2227,_,很微,整体,负面
6095,2228,2228,_,赞,整体,正面
6096,2228,2228,_,正品,整体,正面
6097,2229,2229,性价比,很高,价格,正面
6098,2229,2229,_,非常超值,价格,正面
6099,2230,2230,性能,很流畅,硬件&性能,正面
6100,2230,2230,_,没有卡顿,硬件&性能,正面
6101,2230,2230,_,轻薄,外观,正面
6102,2230,2230,_,很喜欢,整体,正面
6103,2231,2231,玩游戏效果,太棒,使用场景,正面
6104,2231,2231,_,超级爽,整体,正面
6105,2232,2232,,新机器来空格按键有2个小白点，哎，这品质...,整体,负面
6106,2233,2233,响应速度,很快,硬件&性能,正面
6107,2233,2233,_,可以,整体,正面
6108,2233,2233,_,很轻薄,外观,正面
6109,2233,2233,_,常用,整体,正面
6110,2234,2234,_,降价,价格,负面
6111,2234,2234,价格,_,价格,负面
6112,2235,2235,包装,严实,包装,正面
6113,2235,2235,画面,清晰,硬件&性能,正面
6114,2235,2235,打游戏,不卡,使用场景,正面
6115,2235,2235,运行速度,挺快,硬件&性能,正面
6116,2235,2235,_,很薄,外观,正面
6117,2236,2236,内存,大,硬件&性能,正面
6118,2236,2236,质量,保障,整体,正面
6119,2236,2236,性价比,不错,价格,正面
6120,2237,2237,网速,很快,硬件&性能,正面
6121,2237,2237,外观,超级薄,外观,正面
6122,2237,2237,键盘,很灵活,硬件&性能,正面
6123,2237,2237,_,精美,外观,正面
6124,2237,2237,镜面,_,外观,正面
6125,2237,2237,_,很满意,整体,正面
6126,2238,2238,_,黑屏,硬件&性能,负面
6127,2238,2238,_,么做的，评价的,外观,负面
6128,2238,2238,_,最低,硬件&性能,负面
6129,2238,2238,_,还有一星,整体,负面
6130,2239,2239,_,不送，差评,硬件&性能,负面
6131,2240,2240,外观,很漂亮,外观,正面
6132,2240,2240,_,很薄,外观,正面
6133,2240,2240,_,好评,整体,正面
6134,2241,2241,服务态度,很好,服务,负面
6135,2241,2241,客服,好评,服务,负面
6136,2241,2241,_,不太行,整体,负面
6137,2242,2242,开机速度,挺快的,硬件&性能,正面
6138,2242,2242,打游戏,挺好,使用场景,正面
6139,2242,2242,_,挺好的,整体,正面
6140,2243,2243,响应,_,硬件&性能,负面
6141,2244,2244,_,非常不错,整体,正面
6142,2244,2244,_,不错,整体,正面
6143,2245,2245,质量,不错,整体,正面
6144,2245,2245,物流,很快,物流,正面
6145,2245,2245,包装,很好,包装,正面
6146,2245,2245,_,非常满意,整体,正面
6147,2246,2246,开机速度,快,硬件&性能,正面
6148,2246,2246,电池,很不错,硬件&性能,正面
6149,2247,2247,成色,很新,外观,正面
6150,2247,2247,配置,可以,硬件&性能,正面
6151,2247,2247,办公,胜任,物流,正面
6152,2248,2248,物流,挺不错,使用场景,负面
6153,2249,2249,价格,划算,价格,正面
6154,2249,2249,性价比,挺高的,价格,正面
6155,2250,2250,_,但感觉不错,整体,负面
6156,2251,2251,价位,合适,价格,负面
6157,2251,2251,_,一般般,整体,中性
6158,2251,2251,_,会卡顿,硬件&性能,负面
6159,2252,2252,质量,很好,整体,正面
6160,2252,2252,价格,实惠,价格,正面
6161,2253,2253,平幕的清晰度,不高,硬件&性能,正面
6162,2253,2253,_,么清晰,硬件&性能,正面
6163,2254,2254,质量,不错,整体,正面
6164,2254,2254,性能,很顺畅,硬件&性能,正面
6165,2254,2254,画面,很好,硬件&性能,正面
6166,2254,2254,颜色,非常满意,外观,正面
6167,2254,2254,显卡,没有卡顿,硬件&性能,正面
6168,2254,2254,外观材质,，很清晰,外观,正面
6169,2255,2255,物流,很快,物流,正面
6170,2255,2255,包装,严实，,包装,正面
6171,2255,2255,画面,清晰,硬件&性能,正面
6172,2255,2255,_,超薄便,外观,正面
6173,2255,2255,_,携带,外观,正面
6174,2255,2255,_,不卡顿,硬件&性能,正面
6175,2255,2255,键盘,_,硬件&性能,正面
6176,2255,2255,_,一，满意,整体,正面
6177,2256,2256,_,什么垃圾,整体,负面
6178,2256,2256,_,卡,硬件&性能,负面
6179,2257,2257,外观,完美,外观,正面
6180,2257,2257,硬度,是一般,整体,中性
6181,2258,2258,_,降了,价格,负面
6182,2259,2259,上游戏,非常快,使用场景,正面
6183,2259,2259,_,何秀,整体,正面
6184,2259,2259,_,开黑了,硬件&性能,正面
6185,2260,2260,办公,的好,使用场景,正面
6186,2260,2260,外观设计,体，很漂亮,外观,正面
6187,2260,2260,玩游戏,助手,使用场景,正面
6188,2261,2261,性能,比较不错,硬件&性能,负面
6189,2261,2261,网速,比较快,硬件&性能,负面
6190,2261,2261,外观,_,外观,正面
6191,2261,2261,_,比较结实,价格,负面
6192,2261,2261,_,蛮很满意,整体,正面
6193,2262,2262,设计,不错,整体,正面
6194,2262,2262,舒服,很不错,整体,正面
6195,2262,2262,_,非常轻便,外观,正面
6196,2262,2262,屏幕,_,硬件&性能,正面
6197,2263,2263,性价比,高,价格,正面
6198,2263,2263,质量,很好,整体,正面
6199,2263,2263,功能,_,整体,正面
6200,2263,2263,_,好评,整体,正面
6201,2264,2264,性能,，好评,硬件&性能,正面
6202,2265,2265,,不大满意，几千块钱的平板，竟然电脑包都不给配&hellip;&hellip;,整体,正面
6203,2266,2266,,无耻说好的保价，第八天降价都不退差价，**把我以前的纠单强制关闭,整体,负面
6204,2267,2267,_,经常卡,硬件&性能,负面
6205,2268,2268,反应,挺挺快的,硬件&性能,正面
6206,2268,2268,_,还行,整体,正面
6207,2269,2269,质量,很好,整体,正面
6208,2269,2269,画面,清晰,硬件&性能,正面
6209,2270,2270,运行,正常，,硬件&性能,正面
6210,2270,2270,操作,顺畅,使用场景,正面
6211,2270,2270,功能,强大,整体,正面
6212,2270,2270,外观,简单,外观,正面
6213,2270,2270,价钱,实惠,价格,正面
6214,2270,2270,开机,_,硬件&性能,正面
6215,2270,2270,_,实用,真伪,正面
6216,2271,2271,_,超级好,整体,正面
6217,2272,2272,_,死机,硬件&性能,负面
6218,2273,2273,画质,清晰,硬件&性能,正面
6219,2273,2273,显卡效果,_,硬件&性能,正面
6220,2274,2274,质量,很好,整体,正面
6221,2274,2274,_,很不错,整体,正面
6222,2275,2275,运行速度,还可以,硬件&性能,正面
6223,2275,2275,包装,很好,包装,正面
6224,2275,2275,外观,_,外观,正面
6225,2275,2275,_,满意,整体,正面
6226,2276,2276,,不太懂电脑，我就excel查找个东西都卡退，几个意思啊,整体,正面
6227,2277,2277,风扇声音,很大,硬件&性能,负面
6228,2277,2277,质量,_,整体,负面
6229,2277,2277,_,退货,使用场景,负面
6230,2278,2278,_,天降价,价格,负面
6231,2278,2278,_,降价,价格,负面
6232,2279,2279,服务态度,很好,服务,正面
6233,2279,2279,_,很棒，物超所值,价格,正面
6234,2280,2280,外形,小巧精致,外观,正面
6235,2280,2280,显示器,清晰,硬件&性能,正面
6236,2280,2280,_,，方便携带,外观,正面
6237,2280,2280,_,灵活,硬件&性能,正面
6238,2280,2280,_,不卡顿,硬件&性能,正面
6239,2281,2281,风扇声音,_,硬件&性能,负面
6240,2282,2282,觉服务态度,很差,服务,负面
6241,2282,2282,_,很开心,整体,中性
6242,2283,2283,颜色,很好,外观,正面
6243,2283,2283,外观,大气,外观,正面
6244,2283,2283,_,不错,整体,正面
6245,2284,2284,硬盘,有点,硬件&性能,负面
6246,2284,2284,性价比,还好,价格,负面
6247,2285,2285,开机速度,挺快,硬件&性能,正面
6248,2285,2285,_,挺好的,整体,正面
6249,2286,2286,_,垃圾,整体,正面
6250,2287,2287,客服,不理人,服务,负面
6251,2287,2287,_,有问题,整体,负面
6252,2288,2288,外观,不错,外观,正面
6253,2289,2289,卖家,挺良心,真伪,正面
6254,2289,2289,清晰度,高,硬件&性能,正面
6255,2289,2289,_,挺好用,整体,正面
6256,2290,2290,性能,好,硬件&性能,正面
6257,2290,2290,外观,好看,外观,正面
6258,2290,2290,_,特别有面子,硬件&性能,负面
6259,2291,2291,风扇的声音,太大了,硬件&性能,负面
6260,2292,2292,开机,挺快的,硬件&性能,正面
6261,2292,2292,散热,不行,硬件&性能,负面
6262,2292,2292,_,黑屏,硬件&性能,负面
6263,2292,2292,_,降价,价格,负面
6264,2293,2293,质量,很好,整体,正面
6265,2293,2293,服务,是正品,服务,正面
6266,2293,2293,_,非常感,整体,正面
6267,2294,2294,_,有点卡顿,硬件&性能,负面
6268,2295,2295,包装,很严实,包装,正面
6269,2295,2295,性能,很好,硬件&性能,正面
6270,2295,2295,_,没有破损,包装,正面
6271,2295,2295,游戏,_,使用场景,正面
6272,2295,2295,_,不错,整体,正面
6273,2296,2296,,刚买28天就坏了，还不能换，只能修,整体,负面
6274,2297,2297,快递速度,好,物流,正面
6275,2297,2297,_,快,硬件&性能,正面
6276,2297,2297,_,很棒,整体,正面
6277,2298,2298,质量,不错,整体,正面
6278,2298,2298,性价比,高,价格,正面
6279,2298,2298,_,很满意,整体,正面
6280,2298,2298,物流,_,物流,正面
6281,2299,2299,_,太垃圾,整体,负面
6282,2300,2300,风扇声音,太大,硬件&性能,负面
6283,2301,2301,质量,非常的好,整体,正面
6284,2301,2301,外观,好漂亮,外观,正面
6285,2301,2301,_,一点也不卡,硬件&性能,正面
6286,2301,2301,_,非常的满意,整体,正面
6287,2302,2302,性能,很好,硬件&性能,正面
6288,2302,2302,运行,流畅,硬件&性能,正面
6289,2302,2302,外观,漂亮,外观,正面
6290,2302,2302,_,很满意,整体,正面
6291,2303,2303,_,挺好用,整体,正面
6292,2303,2303,_,不错,整体,正面
6293,2304,2304,性能,很好,硬件&性能,正面
6294,2304,2304,外观,好不错,外观,正面
6295,2304,2304,_,一点都不卡,硬件&性能,正面
6296,2304,2304,_,挺喜欢的,整体,正面
6297,2305,2305,开速度,，好慢,硬件&性能,负面
6298,2305,2305,_,黑屏,硬件&性能,负面
6299,2306,2306,_,有没影响,整体,正面
6300,2307,2307,服务,真不是一般,服务,负面
6301,2307,2307,质量,_,整体,负面
6302,2308,2308,价格,有浮动,价格,负面
6303,2308,2308,质量,_,整体,负面
6304,2308,2308,_,很好,整体,负面
6305,2309,2309,_,很实惠,价格,正面
6306,2309,2309,_,又不卡,硬件&性能,正面
6307,2309,2309,电视,_,使用场景,负面
6308,2309,2309,_,很流畅,硬件&性能,正面
6309,2309,2309,_,很满意,整体,正面
6310,2310,2310,性能,_,硬件&性能,正面
6311,2310,2310,_,很好,整体,正面
6312,2311,2311,质量,不错,整体,正面
6313,2311,2311,屏幕,清晰,硬件&性能,正面
6314,2311,2311,_,不卡,硬件&性能,正面
6315,2312,2312,外观,很好看,外观,正面
6316,2312,2312,_,很快,硬件&性能,正面
6317,2312,2312,_,方便,整体,正面
6318,2312,2312,_,很划算了,价格,正面
6319,2313,2313,_,满意,整体,正面
6320,2313,2313,_,好评,整体,正面
6321,2314,2314,_,非常满意,整体,正面
6322,2315,2315,_,还不错,整体,正面
6323,2316,2316,外观,漂亮,外观,正面
6324,2316,2316,运行速度,快,硬件&性能,正面
6325,2316,2316,物流,很快,物流,正面
6326,2316,2316,包装,严实,包装,正面
6327,2316,2316,_,很好,整体,正面
6328,2317,2317,_,很不爽,硬件&性能,负面
6329,2317,2317,_,降价,价格,负面
6330,2318,2318,电池,_,硬件&性能,负面
6331,2318,2318,_,特别快,使用场景,负面
6332,2318,2318,_,很不好,整体,正面
6333,2319,2319,开机,很快,硬件&性能,正面
6334,2319,2319,_,不错,整体,正面
6335,2319,2319,_,很好用,整体,正面
6336,2319,2319,办公,_,使用场景,正面
6337,2319,2319,_,很喜欢,整体,正面
6338,2319,2319,键盘,_,整体,正面
6339,2319,2319,_,很奈斯,整体,正面
6340,2320,2320,性能,很好,硬件&性能,正面
6341,2320,2320,速度,超快,硬件&性能,正面
6342,2320,2320,外观,很好看,外观,正面
6343,2321,2321,显示,很差,硬件&性能,负面
6344,2321,2321,手感,一般,外观,负面
6345,2321,2321,屏幕,_,硬件&性能,负面
6346,2322,2322,_,降价,价格,负面
6347,2323,2323,_,很好用，不错,整体,正面
6348,2323,2323,_,好评,整体,正面
6349,2324,2324,性价比,很高,价格,正面
6350,2324,2324,_,很流畅不卡顿,硬件&性能,正面
6351,2325,2325,性价比,很高,价格,正面
6352,2325,2325,操作,很好,使用场景,正面
6353,2326,2326,_,非常不错,整体,正面
6354,2326,2326,_,很满意,整体,正面
6355,2327,2327,整体,不错,整体,正面
6356,2327,2327,价格,实惠,价格,正面
6357,2327,2327,_,，五分好评,整体,正面
6358,2328,2328,画面,清晰,硬件&性能,正面
6359,2328,2328,性价比,较高,价格,正面
6360,2328,2328,运行速度,挺快,硬件&性能,正面
6361,2328,2328,音质,_,硬件&性能,正面
6362,2329,2329,外观,很好看,外观,正面
6363,2329,2329,_,很流畅,硬件&性能,正面
6364,2329,2329,_,一点也不会卡顿,硬件&性能,正面
6365,2329,2329,_,特别喜欢,整体,正面
6366,2330,2330,客服,还是很用心,服务,负面
6367,2331,2331,风扇声音,大,硬件&性能,负面
6368,2331,2331,_,有点发烫,硬件&性能,负面
6369,2331,2331,_,有屏,硬件&性能,负面
6370,2332,2332,鼠标,_,硬件&性能,负面
6371,2333,2333,,开个弹幕都卡，~我4300卖给他。,整体,负面
6372,2334,2334,,12号买的，23号到货的，商品没问题，就是采购太慢了，并且客服就会说套话，实际情况一点不介绍,整体,负面
6373,2335,2335,漏光,有点严重,硬件&性能,负面
6374,2336,2336,性能,很好,硬件&性能,正面
6375,2336,2336,运行速度,快,硬件&性能,正面
6376,2336,2336,打游戏,特别流畅,使用场景,正面
6377,2337,2337,内存,很大,硬件&性能,负面
6378,2337,2337,风扇,挺大声的,硬件&性能,负面
6379,2337,2337,性能,还好,硬件&性能,负面
6380,2337,2337,_,不是,外观,负面
6381,2337,2337,_,特别好,整体,负面
6382,2337,2337,散热,_,硬件&性能,负面
6383,2338,2338,客服,_,服务,负面
6384,2339,2339,性能,很不错,硬件&性能,正面
6385,2339,2339,_,不卡,硬件&性能,正面
6386,2339,2339,_,很流畅,硬件&性能,正面
6387,2340,2340,cpu温度,高,硬件&性能,负面
6388,2340,2340,_,天，降价,价格,负面
6389,2341,2341,反应,很快,硬件&性能,正面
6390,2341,2341,质量,很好,整体,正面
6391,2342,2342,物流,很快,物流,正面
6392,2342,2342,性能,不错,硬件&性能,正面
6393,2343,2343,颜值,高,外观,正面
6394,2343,2343,_,很好,整体,正面
6395,2343,2343,质量,_,整体,正面
6396,2344,2344,屏幕,_,硬件&性能,负面
6397,2344,2344,_,特别亮,硬件&性能,负面
6398,2345,2345,打游戏,一点也不卡,使用场景,正面
6399,2345,2345,外观,非常精致,外观,正面
6400,2345,2345,_,卡,硬件&性能,正面
6401,2346,2346,显卡,很流畅,硬件&性能,正面
6402,2346,2346,外观,很好看,外观,正面
6403,2346,2346,功能,很好,整体,正面
6404,2346,2346,_,很满意,整体,正面
6405,2347,2347,物流,很快,物流,正面
6406,2347,2347,，师傅,很好,整体,正面
6407,2348,2348,老板服务态度,好,服务,负面
6408,2348,2348,质量,不错,整体,正面
6409,2348,2348,_,很热,硬件&性能,正面
6410,2348,2348,_,非常喜欢,整体,正面
6411,2348,2348,_,实惠,价格,负面
6412,2348,2348,_,好评,整体,正面
6413,2349,2349,送货速度,可谓,物流,正面
6414,2349,2349,_,很快,物流,正面
6415,2349,2349,_,挺便宜,价格,正面
6416,2350,2350,_,还是不错,整体,正面
6417,2351,2351,性价比,高,价格,正面
6418,2351,2351,玩游戏网速,快,使用场景,正面
6419,2351,2351,网速,_,硬件&性能,正面
6420,2351,2351,_,喜欢,整体,正面
6421,2351,2351,_,一点也不卡,硬件&性能,正面
6422,2352,2352,指纹解锁,非常非常非常满意,整体,正面
6423,2352,2352,_,够用,整体,正面
6424,2353,2353,物流,超快,物流,正面
6425,2353,2353,包装,很好,包装,正面
6426,2353,2353,_,，点赞,整体,正面
6427,2354,2354,质量,很好,整体,正面
6428,2354,2354,外观,很精致,外观,正面
6429,2354,2354,价格,实惠,价格,正面
6430,2354,2354,_,正品,真伪,正面
6431,2355,2355,运行速度,快,硬件&性能,正面
6432,2355,2355,屏幕,清晰,硬件&性能,正面
6433,2355,2355,包装,_,包装,正面
6434,2355,2355,_,满意,整体,正面
6435,2356,2356,外观,时尚，大爱,外观,正面
6436,2356,2356,运行,_,硬件&性能,正面
6437,2357,2357,质量,很好,整体,正面
6438,2357,2357,外观,漂亮,外观,正面
6439,2357,2357,玩游戏,不卡,使用场景,正面
6440,2357,2357,价格,便宜,价格,正面
6441,2357,2357,_,很顺畅,硬件&性能,正面
6442,2358,2358,_,很好用,整体,正面
6443,2359,2359,缺点散热,不行,硬件&性能,负面
6444,2359,2359,性能,很棒,硬件&性能,正面
6445,2359,2359,_,很喜欢,整体,正面
6446,2360,2360,风扇声,真的,硬件&性能,负面
6447,2360,2360,_,超大，时时,硬件&性能,负面
6448,2360,2360,_,爆炸,整体,负面
6449,2361,2361,卖家服务态度,很好,服务,负面
6450,2361,2361,_,超划算,价格,负面
6451,2361,2361,_,有保障,整体,负面
6452,2362,2362,外观,精致,外观,正面
6453,2362,2362,图片,清晰,使用场景,正面
6454,2362,2362,_,好看,外观,正面
6455,2362,2362,_,非常实惠,价格,正面
6456,2363,2363,外观,漂亮,外观,正面
6457,2363,2363,_,很快,硬件&性能,正面
6458,2363,2363,_,很实用,价格,正面
6459,2364,2364,画面,很清漆,硬件&性能,正面
6460,2364,2364,_,很流畅,硬件&性能,正面
6461,2364,2364,_,很满意,整体,正面
6462,2365,2365,质量,非常好,整体,正面
6463,2365,2365,款式,很漂亮,外观,正面
6464,2365,2365,_,很好用,整体,正面
6465,2366,2366,_,不错,整体,正面
6466,2366,2366,客服,_,服务,负面
6467,2366,2366,_,的解决,服务,负面
6468,2367,2367,_,还行,整体,负面
6469,2368,2368,_,降价,价格,负面
6470,2369,2369,性能,不错,硬件&性能,正面
6471,2369,2369,价格,实惠,价格,正面
6472,2369,2369,_,超薄，容易携带,外观,正面
6473,2369,2369,_,最主要,硬件&性能,正面
6474,2370,2370,运行,流畅,硬件&性能,正面
6475,2370,2370,_,蛮快,硬件&性能,正面
6476,2370,2370,_,不卡,硬件&性能,正面
6477,2370,2370,_,不错,整体,正面
6478,2371,2371,_,非常好,整体,正面
6479,2371,2371,_,真心不错,整体,正面
6480,2372,2372,运行,流畅，无卡顿,硬件&性能,正面
6481,2372,2372,游戏画面,清晰,硬件&性能,正面
6482,2372,2372,材质,很好,外观,正面
6483,2372,2372,外观,很漂亮,外观,正面
6484,2372,2372,软件,_,软件&性能,正面
6485,2373,2373,性能,不错,硬件&性能,正面
6486,2373,2373,打游戏,一点都不卡,使用场景,正面
6487,2373,2373,运行,流畅,硬件&性能,正面
6488,2373,2373,外观,好看,外观,正面
6489,2373,2373,包装,很好,包装,正面
6490,2373,2373,_,太喜欢,整体,正面
6491,2374,2374,_,退不了,其他,负面
6492,2374,2374,_,退货,服务,负面
