id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
8709,_, , ,很好,15,17,整体,正面
8710,性价比,0,3,高,3,4,价格,正面
8710,_, , ,不错,14,16,整体,正面
8711,_, , ,没有提亮肤色,13,19,功效,负面
8711,_, , ,还可以,0,3,整体,正面
8711,_, , ,有点干,9,12,使用体验,负面
8711,_, , ,有点暗淡,25,29,使用体验,负面
8712,保湿效果,2,6,不错,6,8,功效,正面
8712,价格,9,11,合理,11,13,价格,正面
8713,吸收,7,9,快,9,10,使用体验,正面
8713,保湿效果,11,15,好,15,16,功效,正面
8713,_, , ,不油腻,19,22,使用体验,正面
8714,_, , ,还不错,11,14,整体,正面
8715,_, , ,很好用,3,6,整体,正面
8716,控油,0,2,算好的,4,7,功效,正面
8717,_, , ,是真的,19,22,真伪,正面
8717,_, , ,好看,28,30,包装,正面
8717,_, , ,干的很快,34,38,使用体验,正面
8718,_, , ,没什么用,2,6,整体,负面
8719,价格,40,42,美丽,42,44,价格,正面
8719,_, , ,不错,31,33,整体,正面
8720,_, , ,不错,7,9,整体,正面
8721,_, , ,真心不错,49,53,整体,正面
8722,_, , ,好用,17,19,整体,正面
8723,_, , ,很好,0,2,整体,正面
8723,_, , ,好用,4,6,整体,正面
8723,_, , ,补水,6,8,功效,正面
8724,刷子,0,2,刷不开,3,6,其他,负面
8725,_, , ,很好用,0,3,整体,正面
8725,_, , ,不紧绷,6,9,使用体验,正面
8725,_, , ,超值,18,20,价格,正面
8726,_, , ,还不错,5,8,整体,正面
8727,物流,0,2,很快,2,4,物流,正面
8727,_, , ,很快,2,4,整体,正面
8727,卖家服务,16,20,热情,20,22,服务,正面
8727,价格,23,25,实惠,25,27,价格,正面
8728,_, , ,超级划算,13,17,价格,正面
8728,_, , ,挺好,22,24,整体,正面
8729,活动,1,3,_, , ,价格,正面
8730,送货,14,16,快,16,17,物流,正面
8730,价格,9,11,便宜,11,13,价格,正面
8730,_, , ,是正品,5,8,真伪,正面
8730,_, , ,不错,2,4,整体,正面
8731,_, , ,不是太喜欢,0,5,整体,负面
8732,_, , ,很不错,15,18,整体,正面
8733,_, , ,不怎么样,2,6,整体,负面
8733,_, , ,不是很遮瑕,7,12,功效,负面
8733,_, , ,不服帖,13,16,使用体验,负面
8734,_, , ,还行,0,2,整体,正面
8734,_, , ,较温和,10,13,使用体验,正面
8734,_, , ,还是干,18,21,使用体验,负面
8735,_, , ,赞,0,1,整体,正面
8736,_, , ,好评,8,10,整体,正面
8736,_, , ,可以,5,7,整体,正面
8737,_, , ,正品,12,14,真伪,正面
8737,活动,15,17,很划算,23,26,价格,正面
8737,_, , ,很满意,2,5,整体,正面
8738,送了15克的乳液,21,29,_, , ,价格,正面
8739,_, , ,一点都不快,0,5,功效,负面
8740,快递,0,2,太差,2,4,物流,负面
8741,_, , ,太棒了,14,17,整体,正面
8742,补水效果,9,13,很好,13,15,功效,正面
8743,隔离效果,0,4,好,4,5,功效,正面
8743,_, , ,温和,6,8,使用体验,正面
8743,_, , ,不刺激,8,11,使用体验,正面
8743,_, , ,易卸,12,14,使用体验,正面
8744,_, , ,很好,7,9,整体,正面
8745,物流,8,10,慢死,10,12,物流,负面
8746,_, , ,有毒,0,2,其他,负面
8746,味道,6,8,大的晕过去,8,13,气味,负面
8747,_, , ,直接卡粉,2,6,功效,负面
8748,补水,0,2,挺好的,2,5,功效,正面
8749,_, , ,挺好的,0,3,整体,正面
8750,_, , ,不好,0,2,整体,负面
8750,_, , ,洗不干净,3,7,功效,负面
8751,_, , ,蛮好用的,4,8,整体,正面
8751,_, , ,还可以,0,3,整体,正面
8752,_, , ,划算,5,7,价格,正面
8753,_, , ,非常好,0,3,整体,正面
8754,_, , ,棒棒,28,30,整体,正面
8755,_, , ,很好,2,4,整体,正面
8756,_, , ,挺喜欢的,0,4,整体,正面
8756,_, , ,很好用,10,13,整体,正面
8757,_, , ,很柔顺,4,7,使用体验,正面
8758,_, , ,很好用,1,4,整体,正面
8759,活动价,0,3,划得来,3,6,价格,正面
8760,味道,0,2,淡淡的,2,5,气味,正面
8760,水分,7,9,超足,9,11,使用体验,正面
8760,_, , ,没有刺激感,13,18,使用体验,正面
8761,味道,0,2,有点奇怪,2,6,气味,负面
8762,_, , ,不错,0,2,整体,正面
8762,_, , ,快,4,5,物流,正面
8763,_, , ,很划算,32,35,价格,正面
8764,包装,6,8,很好,8,10,包装,正面
8764,快递哥,11,14,很给力,15,18,物流,正面
8764,_, , ,还可以,34,37,整体,正面
8765,_, , ,很好用,18,21,整体,正面
8765,_, , ,很喜欢,22,25,整体,正面
8766,_, , ,还不错,0,3,整体,正面
8767,_, , ,挺好,0,2,整体,正面
8767,_, , ,很实惠,11,14,价格,正面
8768,_, , ,不好用,0,3,整体,负面
8769,物流,0,2,挺快的,2,5,物流,正面
8769,包装,17,19,好,20,21,包装,正面
8770,持久情况,0,4,还好,11,13,功效,正面
8770,防晒效果,14,18,一般,18,20,功效,中性
8770,物流,21,23,多块,23,25,物流,正面
8771,_, , ,还好,27,29,整体,正面
8772,_, , ,不好用,3,6,整体,负面
8772,_, , ,还可以,9,12,整体,负面
8773,发货物流,21,25,超快,25,27,物流,正面
8773,_, , ,不错,13,15,整体,正面
8773,_, , ,还可以,28,31,整体,正面
8774,_, , ,还可以,21,24,整体,正面
8775,价格,0,2,便宜,2,4,价格,正面
8775,_, , ,好使,6,8,整体,正面
8776,_, , ,不好用,0,3,整体,负面
8776,_, , ,容易把睫毛夹断,7,14,功效,负面
8777,_, , ,自然,0,2,功效,正面
8777,_, , ,好推开,3,6,使用体验,正面
8777,_, , ,很清爽,7,10,使用体验,正面
8778,_, , ,太好用,5,8,整体,正面
8778,_, , ,温和,10,12,使用体验,正面
8778,_, , ,不刺激,12,15,使用体验,正面
8779,味道,0,2,很好,2,4,气味,正面
8780,态度,2,4,好,4,5,服务,正面
8780,物流,6,8,快,8,9,物流,正面
8780,_, , ,不错,14,16,整体,正面
8780,_, , ,物美价廉,17,21,价格,正面
8781,_, , ,便宜没好货,16,21,价格,正面
8782,味道,15,17,还行,17,19,气味,正面
8783,_, , ,还不错,0,3,整体,正面
8783,_, , ,有点淡斑,7,11,功效,正面
8783,美白,15,17,不错,17,19,功效,正面
8783,吸收,20,22,很好,23,25,使用体验,正面
8784,_, , ,超级划算,6,10,整体,正面
8784,_, , ,特别舒服,26,30,使用体验,正面
8785,_, , ,好评,0,2,整体,正面
8785,_, , ,真的好好用,4,9,整体,正面
8785,_, , ,无刺激,9,12,使用体验,正面
8786,_, , ,刺痛,6,8,使用体验,负面
8786,_, , ,过敏了,11,14,使用体验,负面
8787,肤感,0,2,不错,2,4,使用体验,正面
8788,_, , ,还不错,3,6,整体,正面
8788,_, , ,挺环保,40,43,其他,正面
8788,_, , ,可以,44,46,整体,正面
8789,_, , ,特别滋润,2,6,使用体验,正面
8789,提亮肤色,7,11,非常不错,14,18,功效,正面
8789,_, , ,不油腻,19,22,使用体验,正面
8789,_, , ,不错,27,29,整体,正面
8790,_, , ,一点都不好用,2,8,整体,负面
8790,_, , ,卡粉卡的严重,9,15,功效,负面
8791,_, , ,特别划算,4,8,价格,正面
8791,性价比,9,12,高,12,13,价格,正面
8792,_, , ,很不错,0,3,整体,正面
8792,_, , ,好看,4,6,整体,正面
8793,_, , ,不油腻,9,12,使用体验,正面
8793,_, , ,好吸收,12,15,使用体验,正面
8794,_, , ,棒极了,26,29,整体,正面
8795,质量,3,5,不错,5,7,整体,正面
8796,_, , ,好评,11,13,整体,正面
8796,快递小哥,17,21,好,26,27,物流,正面
8796,_, , ,给赞,28,30,整体,正面
8797,活动,2,4,_, , ,价格,正面
8797,保湿,17,19,不错,23,25,功效,正面
8797,补水,19,21,不错,23,25,功效,正面
8798,_, , ,不是正品,2,6,真伪,负面
8799,_, , ,特别真,12,15,整体,正面
8799,_, , ,特别好,16,19,整体,正面
8799,_, , ,容易上手,21,25,使用体验,正面
8800,_, , ,好吸收,5,8,使用体验,正面
8800,_, , ,不油腻,8,11,使用体验,正面
8801,活动,13,15,_, , ,价格,正面
8801,发货,24,26,很快,26,28,物流,正面
8802,_, , ,烂东西,0,3,整体,负面
8802,_, , ,抹不开,4,7,使用体验,负面
8803,笔芯,0,2,很细,2,4,其他,负面
8803,颜色,7,9,浅,9,10,功效,负面
8803,_, , ,非常容易断,15,20,其他,负面
8804,_, , ,挺好用的,0,4,整体,正面
8804,_, , ,很喜欢,10,13,整体,正面
8805,_, , ,很好,4,6,整体,正面
8805,_, , ,很自然,6,9,功效,正面
8805,价格,18,20,不贵,21,23,价格,正面
8806,_, , ,蛮补水的,7,11,功效,正面
8807,_, , ,还好,11,13,整体,正面
8808,_, , ,非常好,13,16,整体,正面
8808,_, , ,很好,47,49,整体,正面
8808,_, , ,不会很闷,37,41,使用体验,正面
8809,_, , ,很棒,0,2,整体,正面
8809,_, , ,超级喜欢,4,8,整体,正面
8809,_, , ,真好,23,25,物流,正面
8809,_, , ,大爱,35,37,整体,正面
8810,_, , ,还行,2,4,整体,正面
8810,价格,5,7,不贵,7,9,价格,正面
8810,_, , ,经济,10,12,价格,正面
8810,_, , ,实惠,12,14,价格,正面
8811,_, , ,不油腻,0,3,使用体验,正面
8812,活动,6,8,很划算,12,15,价格,正面
8813,原包装,2,5,高大上,7,10,包装,负面
8813,包装,14,16,太土了,16,19,包装,负面
8814,味道,6,8,刺鼻,3,5,气味,负面
8815,味道,14,16,好闻,16,18,气味,正面
8815,_, , ,不错,11,13,整体,正面
8816,_, , ,不会黏,20,23,使用体验,正面
8816,_, , ,很好用,23,26,整体,正面
8817,_, , ,很喜欢,19,22,整体,正面
8817,_, , ,挺好用的,14,18,整体,正面
8818,_, , ,不错,2,4,整体,正面
8818,_, , ,退的很干净,6,11,功效,正面
8819,_, , ,好划算,36,39,价格,正面
8820,_, , ,挺好的,1,4,整体,正面
8821,_, , ,垃圾,0,2,整体,负面
8822,质量,10,12,很好,12,14,整体,正面
8822,_, , ,非常喜欢,5,9,整体,正面
8823,_, , ,很实惠,0,3,价格,正面
8823,_, , ,还不错,17,20,整体,正面
8824,_, , ,垃圾,0,2,整体,负面
8825,_, , ,会卡粉,6,9,功效,负面
8825,_, , ,一点也不好用,0,6,整体,负面
8826,_, , ,划算,10,12,价格,正面
8827,遮瑕力,25,28,挺好的,28,31,功效,正面
8828,_, , ,挺好的,38,41,整体,正面
8828,使用效果,43,47,不错,48,50,功效,正面
8829,_, , ,很好,0,2,整体,正面
8830,_, , ,便宜很多,4,8,价格,正面
8830,_, , ,挺好用的,10,14,整体,正面
8831,_, , ,还可以,0,3,整体,正面
8832,_, , ,很好,0,2,整体,正面
8833,_, , ,还不错,6,9,整体,正面
8834,_, , ,很满意,2,5,整体,正面
8834,快递小哥速度,6,12,杠杠滴,12,15,物流,正面
8834,态度,16,18,不错,18,20,物流,正面
8835,_, , ,卡脸,2,4,使用体验,负面
8836,速度,9,11,快,11,12,物流,正面
8836,_, , ,很好,4,6,整体,正面
8837,物流,10,12,特别快,13,16,物流,正面
8837,_, , ,挺好的,6,9,整体,正面
8838,送过速度,23,27,很快,28,30,物流,正面
8838,_, , ,好评,31,33,整体,正面
8838,_, , ,挺好用的,0,4,整体,正面
8838,_, , ,比较服帖,5,9,使用体验,正面
8838,_, , ,自然,9,11,功效,正面
8839,_, , ,可以,0,2,整体,正面
8839,_, , ,挺好用的,3,7,整体,正面
8839,价格,8,10,便宜,10,12,价格,正面
8840,到货,0,2,很快,2,4,物流,正面
8841,_, , ,很自然,4,7,功效,正面
8841,_, , ,不错,29,31,整体,正面
8842,包装,0,2,挺好看的,2,6,包装,正面
8842,快递小哥,11,15,_, , ,物流,正面
8843,_, , ,很好用,2,5,整体,正面
8843,_, , ,很补水,14,17,功效,正面
8843,效果,18,20,不错,20,22,功效,正面
8844,_, , ,舒适,0,2,使用体验,正面
8844,_, , ,不紧绷,2,5,使用体验,正面
8845,_, , ,非常好用,0,4,整体,正面
8845,_, , ,好吸收,11,14,使用体验,正面
8845,_, , ,不油腻,15,18,使用体验,正面
8846,赠品,0,2,挺给力,2,5,价格,正面
8846,_, , ,蛮划算,20,23,价格,正面
8847,_, , ,一般,0,2,整体,中性
8847,_, , ,没那么好用,3,8,整体,负面
8848,送货速度,0,4,快,4,5,物流,正面
8848,_, , ,好,5,6,整体,正面
8849,清洁能力,0,4,挺好的,5,8,功效,正面
8850,气味,7,9,刺鼻,5,7,气味,负面
8850,_, , ,不错,14,16,整体,正面
8851,_, , ,还不错,0,3,整体,正面
8851,_, , ,挺舒服的,4,8,使用体验,正面
8852,_, , ,挺好的,0,3,整体,正面
8853,_, , ,好用,3,5,整体,正面
8854,_, , ,不错,11,13,整体,正面
8855,_, , ,正品,3,5,真伪,正面
8855,_, , ,不错,10,12,其他,正面
8855,_, , ,不油腻,22,25,使用体验,正面
8855,_, , ,不假白,36,39,功效,正面
8856,_, , ,很服帖,3,6,使用体验,正面
8856,_, , ,很不错,10,13,整体,正面
8857,_, , ,非常好,2,5,整体,正面
8858,_, , ,很好用,10,13,整体,正面
8859,_, , ,很舒服,18,21,使用体验,正面
8859,_, , ,经济,32,34,价格,正面
8859,_, , ,实惠,34,36,价格,正面
8859,补水效果,37,41,好,41,42,功效,正面
8860,物流,7,9,很快,10,12,物流,正面
8860,_, , ,是正品,3,6,真伪,正面
8861,刀片,0,2,乱,2,3,其他,负面
8861,包装盒,4,7,坏了,7,9,包装,负面
8862,卸妆,13,15,很干净,15,18,功效,正面
8862,_, , ,很不错,19,22,整体,正面
8862,_, , ,很方便,26,29,其他,正面
8863,_, , ,好,2,3,整体,正面
8863,_, , ,不干燥,7,10,使用体验,正面
8863,_, , ,五星好评,13,17,整体,正面
8864,性价比,22,25,超高,25,27,价格,正面
8864,_, , ,非常适合,0,4,整体,正面
8865,精华,0,2,挺多的,2,5,成分,正面
8865,质地,8,10,清薄柔软,10,14,使用体验,正面
8865,_, , ,还可以,17,20,整体,正面
8866,_, , ,正品,11,13,真伪,正面
8866,_, , ,很便宜,5,8,价格,正面
8867,物流,0,2,超级给力,2,6,物流,正面
8867,物流,0,2,非常快,6,9,物流,正面
8867,_, , ,非常不错,12,16,整体,正面
8868,_, , ,巨好看,8,11,包装,正面
8868,客服,20,22,炒鸡耐心,22,26,服务,正面
8869,_, , ,不好画,0,3,功效,负面
8869,_, , ,脱妆,3,5,功效,负面
8870,_, , ,有点干,2,5,使用体验,负面
8870,_, , ,不好涂开,6,10,使用体验,负面
8871,精华素,12,15,满满,10,12,成分,正面
8871,提亮,23,25,不错,27,29,功效,正面
8871,保湿,21,23,不错,27,29,功效,正面
8872,_, , ,酒精味,5,8,使用体验,正面
8872,_, , ,很好,17,19,整体,正面
8873,_, , ,很满意,0,3,整体,正面
8874,_, , ,很服帖,8,11,使用体验,正面
8874,_, , ,不油腻,11,14,使用体验,正面
8875,_, , ,很喜欢,8,11,整体,正面
8876,_, , ,很好,0,2,整体,正面
8877,_, , ,不紧绷,10,13,使用体验,正面
8877,_, , ,挺干净的,14,18,功效,正面
8878,活动,10,12,挺划算的,13,17,价格,负面
8879,_, , ,不错,7,9,整体,正面
8879,快递小哥,39,43,_, , ,物流,正面
8879,快递速度,23,27,快,27,28,物流,正面
8880,_, , ,很好,0,2,整体,正面
8880,_, , ,很喜欢,3,6,整体,正面
8881,_, , ,一般,0,2,整体,中性
8881,_, , ,不干净,6,9,功效,负面
8882,酒精味,0,3,太重,3,5,气味,负面
8882,_, , ,有点油,6,9,使用体验,负面
8883,_, , ,还可以,32,35,整体,正面
8884,量,0,1,很少,1,3,尺寸,负面
8884,味道,12,14,勉强可以,15,19,气味,中性
8884,_, , ,不像是正品,24,29,真伪,负面
8885,_, , ,真的好用,11,15,整体,正面
8885,_, , ,好水润,25,28,使用体验,正面
8885,_, , ,便宜,38,40,价格,正面
8886,物流,28,30,很快,30,32,物流,正面
8887,活动,12,14,_, , ,价格,正面
8887,_, , ,一样好用,21,25,整体,正面
8888,_, , ,不错,0,2,整体,正面
8889,_, , ,不油腻,15,18,使用体验,正面
8890,_, , ,很好,0,2,整体,正面
8890,性价比,4,7,很高,7,9,价格,正面
8891,_, , ,还可以,34,37,整体,正面
8892,_, , ,很好,12,14,整体,正面
8892,粉质,15,17,细腻,17,19,使用体验,正面
8892,_, , ,比较好推开,20,25,使用体验,正面
8892,_, , ,好评,26,28,整体,正面
8893,效果,0,2,不错,2,4,功效,正面
8893,_, , ,是正品,5,8,真伪,正面
8893,_, , ,挺喜欢,15,18,整体,正面
8894,_, , ,便宜实惠,0,4,价格,正面
8895,快递,0,2,很给力,2,5,物流,正面
8896,价格,0,2,很实惠,2,5,价格,正面
8896,_, , ,不错,9,11,整体,正面
8897,_, , ,非常好,6,9,整体,正面
8898,_, , ,不错,2,4,整体,正面
8899,去除黑头,6,10,不错,10,12,功效,正面
8900,_, , ,很好用,0,3,整体,正面
8901,_, , ,是正品,13,16,真伪,正面
8901,_, , ,很舒服,32,35,使用体验,正面
8902,_, , ,很喜欢,7,10,整体,正面
8903,修容,0,2,不怎么样,2,6,功效,负面
8903,_, , ,很卡粉,11,14,功效,负面
8904,_, , ,挺好的,0,3,整体,正面
8905,_, , ,掉的太厉害了,0,6,功效,负面
8905,颜色,7,9,不正,10,12,功效,负面
8906,_, , ,不错,0,2,整体,正面
8907,补水效果,13,17,很好,17,19,功效,正面
8908,_, , ,喜欢,4,6,整体,正面
8908,_, , ,超级喜欢,7,11,整体,正面
8909,定妆效果,6,10,很不错,10,13,功效,正面
8910,_, , ,还行,0,2,整体,正面
8910,_, , ,很舒适,6,9,使用体验,正面
8911,补水效果,9,13,不错,13,15,功效,正面
8911,_, , ,是正品,16,19,真伪,正面
8912,_, , ,不错,3,5,整体,正面
8913,_, , ,不错,2,4,整体,正面
8914,味道,11,13,肥皂的味道,16,21,气味,负面
8914,_, , ,不是特别好用,0,6,整体,负面
8914,_, , ,不喜欢,7,10,整体,负面
8915,盖子,0,2,碎了,2,4,包装,负面
8916,_, , ,非常好,0,3,整体,正面
8916,_, , ,便宜划算,4,8,价格,正面
8917,_, , ,还行,0,2,整体,正面
8917,味道,9,11,不喜欢,11,14,气味,负面
8918,_, , ,真心的不错,0,5,整体,正面
8919,送货速度,3,7,很快,7,9,物流,正面
8919,_, , ,小贵,31,33,价格,负面
8920,_, , ,好用,0,2,整体,正面
8921,_, , ,挺舒服的,2,6,使用体验,正面
8921,_, , ,很好,23,25,整体,正面
8922,发货,0,2,迅速,2,4,物流,正面
8922,_, , ,不错,8,10,整体,正面
8923,_, , ,好用,0,2,整体,正面
8924,_, , ,挺好用,9,12,整体,正面
8924,清香味,26,29,_, , ,气味,正面
8924,包装,30,32,没有损坏,32,36,包装,正面
8924,物流态度,37,41,好,41,42,物流,正面
8924,_, , ,好评,45,47,整体,正面
8925,_, , ,正品,3,5,真伪,正面
8926,包装,0,2,太差了,4,7,包装,负面
8926,_, , ,掉了,15,17,包装,负面
8927,价格,9,11,合适,11,13,价格,正面
8927,_, , ,很好用,15,18,整体,正面
8928,_, , ,物超所值,4,8,整体,正面
8928,_, , ,很喜欢,9,12,整体,正面
8929,酒精味,7,10,淡淡的,10,13,气味,正面
8929,酒精味,7,10,不刺鼻,13,16,气味,正面
8929,_, , ,很滋润,0,3,使用体验,正面
8929,_, , ,不油腻,3,6,使用体验,正面
8930,_, , ,很好用,3,6,整体,正面
8930,_, , ,巨好用,17,20,整体,正面
8931,_, , ,很好用,0,3,整体,正面
8932,_, , ,还好,10,12,整体,正面
8932,_, , ,不黏不腻,13,17,使用体验,正面
8932,_, , ,便宜实惠,18,22,价格,正面
8932,_, , ,好洗,23,25,使用体验,正面
8933,_, , ,很好用,0,3,整体,正面
8934,_, , ,很好,2,4,整体,正面
8934,_, , ,不错,22,24,整体,正面
8935,发货速度,0,4,快,4,5,物流,正面
8935,气味,6,8,淡淡的,8,11,气味,正面
8935,气味,6,8,清香,11,13,气味,正面
8935,气味,6,8,很好闻,13,16,气味,正面
8935,_, , ,很干净,19,22,功效,正面
8935,_, , ,很好,27,29,整体,正面
8936,_, , ,超级好,0,3,整体,正面
8937,_, , ,还好,6,8,整体,正面
8938,_, , ,很给力,0,3,整体,正面
8939,_, , ,不错,0,2,整体,正面
8939,_, , ,很喜欢,18,21,整体,正面
8939,防水效果,4,8,很好,8,10,功效,正面
8939,_, , ,睫毛拉的很长,11,17,功效,正面
8940,_, , ,没有泡沫,0,4,使用体验,负面
8940,_, , ,物美价廉,14,18,价格,负面
8941,_, , ,挺润的,4,7,使用体验,正面
8941,_, , ,好,2,3,整体,正面
8942,味道,0,2,太难闻,2,5,气味,负面
8942,_, , ,真的难闻,18,22,气味,负面
8942,_, , ,不怎么防晒,24,29,功效,负面
8943,_, , ,很温和,3,6,使用体验,正面
8943,_, , ,很好,16,18,整体,正面
8943,泡沫,19,21,很细,21,23,使用体验,正面
8943,小礼品,29,32,好多,27,29,价格,正面
8943,_, , ,很满意,33,36,整体,正面
8944,_, , ,好,1,2,整体,正面
8945,_, , ,很好,0,2,整体,正面
8946,味道,9,11,很好闻,11,14,气味,正面
8946,上妆效果,15,19,很好,19,21,功效,正面
8947,清洁能力,11,15,很干净,27,30,功效,正面
8947,_, , ,是正品,0,3,真伪,正面
8948,_, , ,还不错,0,3,整体,正面
8948,价格,8,10,优惠,11,13,价格,正面
8948,_, , ,很好用,4,7,整体,正面
8948,_, , ,满意,14,16,整体,正面
8949,_, , ,坏了,1,3,其他,负面
8949,芯,6,7,不出来,8,11,其他,负面
8950,_, , ,不错,0,2,整体,正面
8951,_, , ,超级好看,5,9,整体,正面
8952,_, , ,很刺眼,5,8,使用体验,负面
8952,_, , ,一堆垃圾,25,29,整体,负面
8953,_, , ,好吸收,12,15,使用体验,正面
8953,_, , ,祛斑,27,29,功效,正面
8954,_, , ,好用,11,13,整体,正面
8954,_, , ,很划算,18,21,价格,正面
8955,_, , ,挺好用的,9,13,整体,正面
8955,包装,25,27,简陋,27,29,包装,负面
8955,_, , ,挺划算的,37,41,价格,正面
8955,_, , ,比之前白了,17,22,功效,正面
8956,_, , ,挺好的,2,5,整体,正面
8956,_, , ,光滑,8,10,使用体验,正面
8956,_, , ,水润,10,12,使用体验,正面
8957,_, , ,OK,52,54,整体,正面
8958,包装,0,2,很满意,2,5,包装,正面
8959,_, , ,好,2,3,整体,正面
8959,_, , ,很喜欢,4,7,整体,正面
8960,气味,0,2,很好闻,2,5,气味,正面
8960,盒子,17,19,粉粉的,14,17,包装,正面
8960,_, , ,不错,27,29,整体,正面
8961,颜色,2,4,不错,4,6,功效,正面
8962,_, , ,不错,5,7,整体,正面
8963,_, , ,挺好的,0,3,整体,正面
8963,色,4,5,很正,6,8,功效,正面
8963,_, , ,方便,13,15,使用体验,正面
8964,_, , ,不错,13,15,整体,正面
8964,_, , ,可以,17,19,整体,正面
8965,_, , ,很干净,2,5,功效,正面
8966,_, , ,好小,0,2,尺寸,负面
8967,_, , ,挺清爽的,2,6,使用体验,正面
8967,_, , ,赞,17,18,整体,正面
8968,_, , ,不是正品,0,4,真伪,负面
8969,_, , ,没啥作用,2,6,整体,负面
8970,_, , ,坏了,3,5,其他,负面
8970,_, , ,压塌了,5,8,其他,负面
8971,_, , ,不错,0,2,整体,正面
8971,_, , ,很好,2,4,整体,正面
8972,_, , ,挺水润,9,12,使用体验,正面
8972,_, , ,挺好用,1,4,整体,正面
8973,_, , ,挺好的,0,3,整体,正面
8973,_, , ,不错,4,6,整体,正面
8974,活动,5,7,_, , ,价格,正面
8975,_, , ,一般般,17,20,整体,中性
8976,_, , ,挺温和的,5,9,使用体验,正面
8977,味道,0,2,不太喜欢,2,6,气味,负面
8977,_, , ,假白,12,14,使用体验,负面
8978,_, , ,清爽,11,13,使用体验,正面
8979,_, , ,比较清爽,9,13,使用体验,正面
8979,_, , ,可以,0,2,整体,正面
8980,_, , ,不怎么好用,0,5,整体,负面
8981,_, , ,特别补水,22,26,功效,正面
8981,_, , ,不错,4,6,整体,正面
8982,_, , ,不错,2,4,整体,正面
8982,味道,5,7,淡淡的,7,10,气味,正面
8982,味道,5,7,挺好闻,11,14,气味,正面
8983,_, , ,折了,8,10,其他,负面
8983,_, , ,这么细,18,21,尺寸,负面
8983,_, , ,不好,22,24,整体,负面
8984,吸收,0,2,挺好,2,4,使用体验,正面
8984,_, , ,水嫩水嫩的,16,21,使用体验,正面
8984,_, , ,很容易吸收,8,13,使用体验,正面
8985,_, , ,可以,4,6,整体,正面
8985,_, , ,很清爽,11,14,使用体验,正面
8986,_, , ,特别好用,0,4,整体,正面
8986,_, , ,非常满意,5,9,整体,正面
8987,适合肤质,0,4,油性皮肤,5,9,功效,中性
8987,上妆效果,15,19,挺好的,20,23,功效,正面
8987,_, , ,还行,10,12,整体,正面
8988,味道,25,27,清新,28,30,气味,正面
8989,味道,0,2,不错,2,4,气味,正面
8990,味道,11,13,香香的,14,17,气味,正面
8990,_, , ,不紧绷,21,24,使用体验,正面
8991,_, , ,不油腻,0,3,使用体验,正面
8992,_, , ,好用的很,0,4,整体,正面
8993,_, , ,比较好推开,0,5,使用体验,正面
8993,吸收,6,8,不错,9,11,使用体验,正面
8993,性价比,14,17,高,17,18,价格,正面
8994,活动,5,7,超级划算,9,13,价格,正面
8995,_, , ,很好闻,4,7,气味,正面
8996,_, , ,不怎么好用,4,9,整体,负面
8996,_, , ,还掉,12,14,功效,负面
8997,_, , ,还不错,8,11,整体,正面
8998,水份,6,8,多,8,9,成分,正面
8998,价格,11,13,便宜,14,16,价格,正面
8999,色差,0,2,太大了,3,6,功效,负面
8999,_, , ,太显黑,16,19,功效,负面
9000,味道,0,2,很大,2,4,气味,负面
9000,味道,0,2,难受,4,6,气味,负面
9001,_, , ,很好,2,4,整体,正面
9001,外观,5,7,很好看,8,11,包装,正面
9001,_, , ,非常棒,17,20,整体,正面
9002,_, , ,不好用,0,3,整体,负面
9002,味道,4,6,一般,6,8,气味,中性
9003,_, , ,很补水,4,7,功效,正面
9004,_, , ,很好用,6,9,整体,正面
9005,_, , ,很好,18,20,整体,正面
9006,_, , ,挺好的,0,3,整体,正面
9007,赠品,13,15,到位,15,17,价格,正面
9007,物流,24,26,很给力,26,29,物流,正面
9008,_, , ,很服帖,0,3,使用体验,正面
9008,精华液,4,7,多,8,9,成分,正面
9008,_, , ,滑滑的,14,17,使用体验,正面
9008,_, , ,嫩嫩的,17,20,使用体验,正面
9009,_, , ,特别好,16,19,整体,正面
9009,_, , ,便宜,24,26,价格,正面
9009,_, , ,实惠,26,28,价格,正面
9009,_, , ,好吸收,35,38,整体,正面
9010,_, , ,是正品,3,6,真伪,正面
9011,_, , ,很好用,0,3,整体,正面
9012,_, , ,不好用,0,3,整体,负面
9012,_, , ,垃圾,3,5,整体,负面
9012,_, , ,这么贵,7,10,价格,负面
9012,_, , ,差,11,12,整体,负面
9012,_, , ,非常差,12,15,整体,负面
9013,物流,0,2,慢,2,3,物流,负面
9014,_, , ,垃圾,2,4,整体,负面
9015,_, , ,不那么油,9,13,使用体验,正面
9015,_, , ,便宜,20,22,价格,正面
9016,运送速度,20,24,很快,24,26,整体,正面
9016,_, , ,很好,6,8,整体,正面
9017,_, , ,很好,3,5,整体,正面
9018,补水效果,10,14,很好,14,16,功效,正面
9019,包装,5,7,很紧密,7,10,包装,正面
9019,清洁能力,11,15,好,20,21,功效,正面
9019,味道,22,24,很香,24,26,气味,正面
9020,_, , ,不错,8,10,整体,正面
9020,_, , ,很便宜,12,15,价格,正面
9021,_, , ,超级好用,20,24,整体,正面
9021,_, , ,太喜欢,33,36,整体,正面
9022,包装,0,2,很少女,2,5,包装,正面
9022,包装,0,2,很贴心,6,9,包装,正面
