id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
399,_, , ,嗡嗡的响,28,32,硬件&性能,负面
400,_, , ,不錯,10,12,整体,正面
400,邊框,19,21,薄,18,19,外观,正面
401,_, , ,差评,0,2,整体,负面
401,包包,6,8,没有,16,18,包装,负面
401,键盘,9,11,没有,16,18,硬件&性能,负面
401,耳塞,3,5,没有,16,18,硬件&性能,负面
401,鼠标,11,13,没有,16,18,硬件&性能,负面
402,外观材质,0,4,挺漂亮的,5,9,外观,正面
403,电池待机时间,2,8,短,8,9,硬件&性能,负面
404,性能,7,9,好,9,10,硬件&性能,正面
404,内存,11,13,大,13,14,硬件&性能,正面
404,外观,14,16,特别好看,16,20,外观,正面
404,价格,21,23,挺实惠的,23,27,价格,正面
404,价格,21,23,便宜,27,29,价格,正面
405,发货速度,5,9,很快,9,11,物流,正面
405,包装,12,14,很好,15,17,包装,正面
405,_, , ,非常的满意,18,23,整体,正面
406,_, , ,还行,0,2,整体,正面
406,性价比,11,14,很高,15,17,价格,正面
406,价格,26,28,乱七八糟,28,32,价格,负面
407,_, , ,非常好,0,3,整体,正面
407,_, , ,喜欢,6,8,整体,正面
407,_, , ,一点不卡,9,13,硬件&性能,正面
407,质量,14,16,杠杠的,16,19,整体,正面
408,发货,0,2,快,2,3,物流,正面
408,_, , ,没有磕碰,4,8,包装,正面
408,性价比,9,12,高,12,13,价格,正面
409,_, , ,卡的关机,0,4,硬件&性能,负面
410,整体,5,7,很不错,7,10,整体,正面
410,屏幕,11,13,很高清,14,17,硬件&性能,正面
411,_, , ,差评,2,4,整体,负面
411,_, , ,降价,11,13,价格,负面
412,画质,0,2,清晰,2,4,硬件&性能,正面
412,_, , ,不卡顿,6,9,硬件&性能,正面
412,_, , ,超薄款型,13,17,使用场景,正面
412,_, , ,超级好看,17,21,整体,正面
412,_, , ,超级喜欢,23,27,整体,正面
412,价格,29,31,眼前一亮,34,38,价格,正面
412,配置,32,34,眼前一亮,34,38,硬件&性能,正面
413,_, , ,明显二手,13,17,真伪,负面
414,_, , ,是正品,10,13,真伪,正面
414,_, , ,不错,20,22,整体,正面
414,外观,24,26,漂亮大气上档次,26,33,外观,正面
415,_, , ,很好,2,4,整体,正面
415,_, , ,物美价廉,5,9,价格,正面
415,性价比,19,22,不错,22,24,价格,正面
415,内存,25,27,足够用,28,31,硬件&性能,正面
415,运行,32,34,十分流畅,34,38,硬件&性能,正面
415,价位,41,43,真的很合适,44,49,价格,正面
416,材质,5,7,很好,7,9,外观,正面
416,外观,10,12,漂亮,12,14,外观,正面
416,网速,20,22,快,22,23,硬件&性能,正面
416,屏幕,24,26,清晰,26,28,硬件&性能,正面
416,_, , ,非常满意,15,19,整体,正面
417,风扇声音,0,4,太大,4,6,硬件&性能,负面
418,运行,11,13,挺快的,13,16,硬件&性能,正面
418,_, , ,不卡,17,19,硬件&性能,正面
418,整体,29,31,不错,31,33,整体,正面
419,打游戏,9,12,很好用,13,16,使用场景,正面
420,质量,0,2,非常好,2,5,整体,正面
420,_, , ,非常满意,17,21,整体,正面
420,_, , ,真的很喜欢,22,27,整体,正面
420,发货速度,35,39,很快,39,41,整体,正面
420,_, , ,很满意,42,45,整体,正面
421,_, , ,还不错,0,3,整体,正面
422,_, , ,出故障了,13,17,硬件&性能,负面
422,_, , ,还不错,0,3,整体,正面
423,_, , ,很好,2,4,整体,正面
423,质量,4,6,不错,6,8,整体,正面
423,_, , ,吃鸡神器,9,13,使用场景,正面
424,外观材质,0,4,金属机身,5,9,外观,正面
424,_, , ,完美,10,12,整体,正面
424,运行,19,21,流畅,21,23,硬件&性能,正面
424,_, , ,非常好,23,26,整体,正面
425,外观,6,8,非常漂亮,8,12,外观,正面
425,速度,13,15,非常快,15,18,硬件&性能,正面
425,_, , ,超级喜欢满意,19,25,整体,正面
426,键盘,0,2,松动,7,9,硬件&性能,负面
426,键盘,0,2,有异响,12,15,硬件&性能,负面
427,_, , ,迷你型,0,3,外观,正面
427,携带,5,7,方便,7,9,外观,正面
427,性能,10,12,稳定,12,14,硬件&性能,正面
427,屏幕,15,17,蛮清晰,17,20,硬件&性能,正面
427,性价比,21,24,很高,24,26,价格,正面
428,性能,2,4,不流畅,5,8,硬件&性能,负面
428,性能,2,4,不算卡,11,14,硬件&性能,正面
429,颜色,0,2,挺喜欢的,2,6,外观,正面
429,_, , ,挺方便的,12,16,整体,正面
429,_, , ,挺好的,32,35,整体,正面
430,_, , ,还可以,0,3,整体,正面
430,速度,7,9,还行,9,11,硬件&性能,正面
431,系统,13,15,很流畅,15,18,软件&性能,正面
431,家用,19,21,绰绰有余,21,25,使用场景,正面
431,价位,26,28,实惠,28,30,价格,正面
431,_, , ,满意,31,33,整体,正面
432,网页,12,14,打不开,14,17,软件&性能,负面
432,玩游戏,18,21,卡,21,22,使用场景,负面
432,看视频,23,26,黑屏,29,31,使用场景,负面
433,_, , ,还不错,0,3,整体,正面
433,_, , ,很轻薄,4,7,外观,正面
433,办公,12,14,很方便,15,18,使用场景,正面
434,_, , ,降价,3,5,价格,负面
434,_, , ,差评,10,12,整体,负面
435,质量,6,8,很好,8,10,整体,正面
435,款式,11,13,好看,13,15,外观,正面
435,材质,16,18,环保,18,20,外观,正面
435,做工,21,23,精致,23,25,外观,正面
435,运行速度,26,30,快,30,31,硬件&性能,正面
436,总体,0,2,不错,4,6,整体,正面
437,运行,5,7,很畅快,7,10,硬件&性能,正面
437,_, , ,不卡顿,11,14,硬件&性能,正面
437,玩游戏画面,15,20,很清晰,20,23,硬件&性能,正面
437,_, , ,精致超薄,27,31,外观,正面
437,质量,38,40,很好,40,42,整体,正面
437,性价比,43,46,高,46,47,价格,正面
438,_, , ,很新,14,16,其他,正面
438,开机速度,17,21,快,21,22,硬件&性能,正面
438,网速,23,25,还不错,26,29,硬件&性能,正面
438,画质,30,32,很清晰,32,35,硬件&性能,正面
438,性价比,36,39,高,39,40,价格,正面
438,携带,41,43,方便,43,45,外观,正面
438,_, , ,很满意,47,50,整体,正面
439,_, , ,卡得要死,15,19,硬件&性能,负面
439,_, , ,自动关机,26,30,硬件&性能,负面
439,_, , ,自动黑屏,30,34,硬件&性能,负面
440,售后,0,2,不错,3,5,服务,正面
441,包装,6,8,完好无破损,8,13,包装,正面
441,外观,14,16,精致,16,18,外观,正面
441,_, , ,不卡顿,19,22,硬件&性能,正面
441,_, , ,满意,23,25,整体,正面
442,性价比,14,17,最高,17,19,价格,正面
442,使用感,21,24,很好,25,27,整体,正面
442,_, , ,不错,28,30,整体,正面
443,_, , ,可以,0,2,整体,正面
444,_, , ,很薄,0,2,外观,正面
444,上网,3,5,很流畅,5,8,使用场景,正面
444,玩游戏,9,12,不卡,16,18,使用场景,正面
444,看电影,12,15,不卡,16,18,使用场景,正面
444,看电影,12,15,好用,19,21,整体,正面
445,_, , ,很满意,0,3,整体,正面
445,_, , ,不卡顿,4,7,硬件&性能,正面
445,反应,7,9,挺快的,9,12,硬件&性能,正面
445,_, , ,经济实惠,13,17,价格,正面
446,_, , ,好用,0,2,整体,正面
446,价格,2,4,挺实惠的,5,9,价格,正面
446,_, , ,特别好看,10,14,外观,正面
447,性能,2,4,比较满意,4,8,硬件&性能,正面
448,wifi,2,6,经常断,6,9,软件&性能,负面
448,开word速度,10,17,很慢,17,19,软件&性能,负面
449,办公,23,25,还不错,30,33,使用场景,正面
449,开机速度,34,38,不错,38,40,硬件&性能,正面
449,散热效果,41,45,好,45,46,硬件&性能,正面
450,价格,0,2,实惠,2,4,价格,正面
450,_, , ,不错,7,9,整体,正面
450,客服,10,12,很热情,13,16,服务,正面
451,物流,4,6,很快,6,8,物流,正面
451,包装,9,11,很完整,11,14,包装,正面
451,_, , ,很漂亮,18,21,外观,正面
451,_, , ,超薄,22,24,外观,正面
451,携带,25,27,方便,27,29,外观,正面
451,_, , ,流畅,32,34,硬件&性能,正面
452,_, , ,不错,13,15,整体,正面
452,存储空间,16,20,大,20,21,硬件&性能,正面
452,清晰度,22,25,高,25,26,硬件&性能,正面
452,运行速度,27,31,很快,31,33,硬件&性能,正面
452,_, , ,不卡顿,34,37,硬件&性能,正面
452,价格,38,40,合理,40,42,价格,正面
452,老板服务态度,43,49,很好,49,51,服务,正面
452,发货速度,52,56,快,56,57,物流,正面
453,_, , ,不错,8,10,整体,正面
454,外观,0,2,精致,2,4,外观,正面
454,手感,5,7,细腻,7,9,外观,正面
454,开机速度,10,14,快,14,15,硬件&性能,正面
454,运行,16,18,流畅,18,20,硬件&性能,正面
454,玩游戏,21,24,不卡顿,24,27,使用场景,正面
454,屏幕,28,30,清晰,30,32,硬件&性能,正面
454,_, , ,非常满意,33,37,整体,正面
455,_, , ,很好用,0,3,整体,正面
455,价格,6,8,有点贵,8,11,价格,负面
455,性价比,12,15,太低,15,17,价格,负面
456,发货,2,4,未按时,4,7,物流,负面
457,_, , ,很漂亮,3,6,外观,正面
457,_, , ,很好看,7,10,外观,正面
457,电池,13,15,超级不耐用,15,20,硬件&性能,负面
457,电池容量,38,42,超级不好,42,46,硬件&性能,负面
458,客服,0,2,不及时,2,5,服务,负面
459,_, , ,挺好用的,2,6,整体,正面
459,价钱,7,9,实在,10,12,价格,正面
459,办公,13,15,优选,15,17,使用场景,正面
460,_, , ,买完就降价,0,5,价格,负面
460,价格,31,33,浮动太大,33,37,价格,负面
461,_, , ,还好,28,30,整体,正面
462,_, , ,非常的好,7,11,整体,正面
463,性能,7,9,很好,11,13,硬件&性能,正面
463,外观,14,16,很喜欢,17,20,外观,正面
463,_, , ,一点也不卡,23,28,硬件&性能,正面
463,_, , ,很快,36,38,物流,正面
464,_, , ,降价,6,8,价格,负面
465,质量,6,8,非常好,8,11,整体,正面
465,_, , ,物美价廉,12,16,价格,正面
466,运行,0,2,不错,2,4,硬件&性能,正面
466,_, , ,很好,5,7,整体,正面
467,_, , ,差评,0,2,整体,负面
468,速度,5,7,快,7,8,硬件&性能,正面
468,颜色,8,10,挺正,10,12,外观,正面
468,外观,12,14,挺漂亮,14,17,外观,正面
468,_, , ,非常满意,17,21,整体,正面
469,开机,0,2,挺快的,2,5,硬件&性能,正面
469,显示屏,6,9,清晰,10,12,硬件&性能,正面
469,价格,13,15,实惠,15,17,价格,正面
470,质量,6,8,很好,8,10,整体,正面
470,_, , ,很满意,11,14,整体,正面
471,_, , ,降价太快,3,7,价格,负面
472,_, , ,黑屏,14,16,硬件&性能,负面
472,客服,18,20,理都不理,20,24,服务,负面
473,_, , ,很慢,2,4,硬件&性能,负面
473,_, , ,降价,26,28,价格,负面
474,_, , ,不错,2,4,整体,正面
474,款式,5,7,轻巧,7,9,外观,正面
474,款式,5,7,耐看,10,12,外观,正面
474,吃鸡,13,15,完全没问题,19,24,使用场景,正面
474,客服,25,27,很耐心,28,31,服务,正面
475,_, , ,降价,8,10,价格,负面
476,_, , ,不错,9,11,整体,正面
476,打游戏,12,15,一点也不卡,15,20,使用场景,正面
476,屏幕,21,23,清晰,23,25,硬件&性能,正面
477,赠品,2,4,没有,4,6,价格,负面
478,外观,0,2,大气,2,4,外观,正面
478,价格,5,7,实惠,7,9,价格,正面
478,玩游戏,10,13,很流畅,13,16,使用场景,正面
479,外观,8,10,很新,10,12,外观,正面
479,_, , ,很好,18,20,整体,正面
479,_, , ,舒服,21,23,整体,正面
479,_, , ,快,24,25,硬件&性能,正面
480,_, , ,是正品,0,3,真伪,正面
480,质量,4,6,不错,7,9,整体,正面
480,银色,36,38,很好看,40,43,外观,正面
481,_, , ,一天一个价,4,9,价格,负面
482,物流,0,2,很快,2,4,物流,正面
483,画面,2,4,清晰流畅,4,8,硬件&性能,正面
483,线条,9,11,流畅优美,11,15,外观,正面
484,屏幕色彩,0,4,不好,4,6,硬件&性能,负面
484,屏幕色彩,0,4,有点暗,9,12,硬件&性能,负面
485,_, , ,非常满意,5,9,整体,正面
486,显示屏效果,0,5,太差了,5,8,硬件&性能,负面
487,_, , ,很好用,2,5,整体,正面
487,反应,6,8,快,8,9,硬件&性能,正面
487,价格,10,12,便宜,12,14,价格,正面
488,_, , ,不错,0,2,整体,正面
488,外观,5,7,精美,7,9,外观,正面
488,性能,10,12,也好,12,14,硬件&性能,正面
488,_, , ,不卡,20,22,硬件&性能,正面
488,_, , ,很快,22,24,硬件&性能,正面
488,性能,10,12,满意,25,27,整体,正面
489,_, , ,方便携带,6,10,外观,正面
489,_, , ,无卡顿,11,14,硬件&性能,正面
490,性能,2,4,很好,5,7,硬件&性能,正面
490,显卡效果,8,12,清晰,13,15,硬件&性能,正面
491,声音,4,6,太大,6,8,硬件&性能,负面
491,客服服务,9,13,太差,13,15,服务,负面
492,_, , ,小巧轻便,0,4,外观,正面
493,物流,0,2,很快,2,4,物流,正面
493,包装,5,7,比较完整,8,12,包装,正面
493,质量,15,17,还可以,17,20,整体,正面
493,价格,21,23,实惠,23,25,价格,正面
493,性价比,26,29,超高,29,31,价格,正面
494,_, , ,不错,2,4,整体,正面
494,成色,36,38,真心不错,38,42,外观,正面
495,物流,11,13,太慢,13,15,物流,负面
495,客服,16,18,太敷衍,19,22,服务,负面
496,性能,2,4,很好,4,6,硬件&性能,正面
496,外观,7,9,简单大方,9,13,外观,正面
496,字幕,14,16,清晰,16,18,使用场景,正面
496,下载好多软件,19,25,不卡机,26,29,使用场景,正面
496,_, , ,非常满意,30,34,整体,正面
497,外观材质,0,4,挺好,5,7,外观,正面
497,性能,10,12,不错,13,15,硬件&性能,正面
498,屏幕,1,3,漏光,3,5,硬件&性能,负面
498,触摸屏,18,21,左边高,21,24,硬件&性能,负面
498,触摸屏,18,21,右边低,24,27,硬件&性能,负面
498,触摸屏,18,21,有缝隙,27,30,硬件&性能,负面
498,金属面板,31,35,漏电,35,37,外观,负面
498,看图片,56,59,模糊,59,61,使用场景,负面
499,_, , ,不好,4,6,整体,负面
499,性能,17,19,挺差的,19,22,硬件&性能,负面
499,_, , ,接收不了文件,25,31,软件&性能,负面
499,_, , ,打不开文件,32,37,软件&性能,负面
500,_, , ,一般,0,2,整体,中性
501,_, , ,降价,6,8,价格,负面
502,屏幕,23,25,不好,25,27,硬件&性能,负面
502,网页字体颜色,12,18,很淡,18,20,使用场景,负面
503,性能,2,4,特好,8,10,硬件&性能,正面
503,显卡,5,7,特好,8,10,硬件&性能,正面
503,外观,11,13,很漂亮,14,17,外观,正面
503,_, , ,特别喜欢,20,24,整体,正面
504,运行速度,0,4,挺快的,4,7,硬件&性能,正面
504,_, , ,不卡,9,11,硬件&性能,正面
504,_, , ,很不错,16,19,整体,正面
504,价格,20,22,比实体店优惠,23,29,价格,正面
505,开机,12,14,挺快的,14,17,硬件&性能,正面
505,键盘体验感,18,23,不适,23,25,外观,负面
505,键盘体验感,18,23,特差,25,27,外观,负面
506,_, , ,不好,7,9,整体,负面
507,_, , ,不错,2,4,整体,正面
508,_, , ,有划痕,9,12,外观,负面
509,_, , ,便宜了两百多,8,14,价格,负面
509,_, , ,差评,25,27,整体,负面
510,售后,0,2,完全不理人,2,7,服务,正面
511,性价比,0,3,挺高,3,5,价格,正面
511,运转,9,11,正常,11,13,硬件&性能,正面
511,画面,14,16,流畅,16,18,硬件&性能,正面
511,_, , ,灰常的得心应手,24,31,整体,正面
512,屏幕效果,0,4,不行,4,6,硬件&性能,负面
513,质量,0,2,不错,2,4,整体,正面
513,_, , ,好评,5,7,整体,正面
514,_, , ,不错,7,9,整体,正面
514,反应,9,11,快,11,12,硬件&性能,正面
514,_, , ,好操作,12,15,使用场景,正面
515,_, , ,很小巧,2,5,外观,正面
515,联网,14,16,比较快,17,20,硬件&性能,正面
515,_, , ,方便携带,9,13,外观,正面
516,_, , ,不错,2,4,整体,正面
516,_, , ,非常好,4,7,整体,正面
517,包装,2,4,严密,4,6,包装,正面
517,运行效果,7,11,好,11,12,硬件&性能,正面
517,_, , ,不卡顿,13,16,硬件&性能,正面
517,_, , ,轻便,17,19,外观,正面
517,_, , ,好用,19,21,整体,正面
517,_, , ,喜欢,22,24,整体,正面
518,打游戏,0,3,杠杠的,3,6,使用场景,正面
519,_, , ,降价,11,13,价格,负面
520,_, , ,一般般,0,3,整体,中性
521,_, , ,很不错,32,35,整体,正面
522,_, , ,非常好用,0,4,整体,正面
522,颜色,5,7,喜欢,9,11,外观,正面
522,礼物,22,24,实用,19,21,价格,正面
523,质量,2,4,可以,4,6,整体,正面
523,内存,16,18,很大,18,20,硬件&性能,正面
523,运行速度,21,25,挺快的,25,28,硬件&性能,正面
523,_, , ,真心喜欢,30,34,整体,正面
524,运行,15,17,很流畅,17,20,硬件&性能,正面
525,_, , ,很轻薄,2,5,外观,正面
525,开机运行,6,10,很快,10,12,硬件&性能,正面
526,客服,0,2,没回应,2,5,服务,负面
527,_, , ,很好,0,2,整体,正面
528,_, , ,好烫,11,13,硬件&性能,负面
529,开机速度,0,4,很快,4,6,硬件&性能,正面
529,重量,7,9,轻了不下一半,17,23,外观,正面
529,玩游戏的质量,24,30,不差,34,36,使用场景,正面
529,速度,31,33,不差,34,36,硬件&性能,正面
529,散热,37,39,快,39,40,硬件&性能,正面
530,开机,0,2,快,2,3,硬件&性能,正面
530,运行,4,6,流畅,6,8,硬件&性能,正面
530,性价比,9,12,高,12,13,价格,正面
530,_, , ,很好,16,18,整体,正面
531,价格,0,2,实惠,2,4,价格,正面
531,包装,5,7,很严密,7,10,包装,正面
531,_, , ,很顺畅,13,16,硬件&性能,正面
531,_, , ,好评,17,19,整体,正面
532,性能,0,2,稳定,2,4,硬件&性能,正面
532,上网,5,7,不卡顿,7,10,使用场景,正面
532,画面清晰度,11,16,高,16,17,硬件&性能,正面
532,外观,18,20,时尚大方,20,24,外观,正面
533,包装,6,8,很好,8,10,包装,正面
533,上网速度,11,15,快,15,16,硬件&性能,正面
533,打游戏,17,20,一点也不卡,20,25,使用场景,正面
533,_, , ,特别喜欢,28,32,整体,正面
533,_, , ,很喜欢,39,42,整体,正面
534,_, , ,刚买完就降价,2,8,价格,负面
535,屏幕显示,0,4,模糊,4,6,硬件&性能,负面
536,反应速度,2,6,很快,6,8,硬件&性能,正面
536,显示屏色彩,9,14,艳丽不晃眼,14,19,硬件&性能,正面
536,玩大型游戏,28,33,没有影响,34,38,使用场景,正面
536,_, , ,一点也不卡顿,39,45,硬件&性能,正面
537,质量,7,9,不错,9,11,整体,正面
538,cpu温度,0,5,高,5,6,硬件&性能,负面
539,打游戏,10,13,不卡,13,15,使用场景,正面
539,打游戏,10,13,流畅,15,17,使用场景,正面
540,_, , ,不好,8,10,整体,负面
540,_, , ,很老土,13,16,外观,负面
540,屏幕,30,32,不是我想象中的,33,40,硬件&性能,负面
541,运行速度,18,22,很快,22,24,硬件&性能,正面
541,打游戏,30,33,可以,34,36,使用场景,正面
541,学习学习,46,50,挺好的,52,55,使用场景,正面
542,包装,6,8,严实,8,10,包装,正面
542,反应,19,21,很快,21,23,硬件&性能,正面
542,玩游戏,27,30,不卡,36,38,使用场景,正面
542,看电视,32,35,不卡,36,38,使用场景,正面
542,_, , ,满意,39,41,整体,正面
543,_, , ,好用,0,2,整体,正面
543,_, , ,经济实惠,2,6,价格,正面
543,_, , ,便宜很多,11,15,价格,正面
543,功能,16,18,很强大,18,21,整体,正面
543,包装,27,29,完好,29,31,包装,正面
543,物流,32,34,很快,35,37,物流,正面
544,性能,0,2,不错,2,4,硬件&性能,正面
544,显卡效果,5,9,很好,10,12,硬件&性能,正面
544,外观设计,13,17,合理,17,19,外观,正面
544,_, , ,这么好,30,33,整体,正面
545,整体,0,2,满意,2,4,整体,正面
546,快递,46,48,_, , ,物流,负面
546,包装,63,65,有点简陋,65,69,包装,负面
546,_, , ,有点发热,17,21,硬件&性能,负面
546,_, , ,有点小失望,9,14,整体,负面
546,_, , ,降价,38,40,价格,负面
547,_, , ,不划算,13,16,价格,负面
548,_, , ,降价快,6,9,价格,负面
549,_, , ,不错,0,2,整体,正面
549,质量,3,5,挺好的,5,8,整体,正面
549,款式,9,11,大方,11,13,外观,正面
549,运行,13,15,流畅不卡顿,15,20,硬件&性能,正面
549,_, , ,非常满意,20,24,整体,正面
550,速度,2,4,很快,4,6,硬件&性能,正面
550,玩游戏,9,12,很流畅,14,17,使用场景,正面
550,_, , ,非常的好,18,22,整体,正面
551,_, , ,还行,3,5,整体,正面
552,_, , ,买一天就降价,1,7,价格,负面
552,_, , ,差评,8,10,整体,负面
553,_, , ,好看,0,2,外观,正面
553,_, , ,流畅,5,7,硬件&性能,正面
553,_, , ,美丽,8,10,外观,正面
553,手感,11,13,好的一批,13,17,外观,正面
553,安装,18,20,很方便,20,23,其他,正面
554,开机,2,4,挺快的,6,9,硬件&性能,正面
554,出风口,26,29,很烫,22,24,硬件&性能,负面
554,客服态度,32,36,非常的好,38,42,服务,正面
555,速度,15,17,没想象的快,17,22,硬件&性能,负面
556,_, , ,轻便,17,19,外观,正面
556,_, , ,真的很漂亮,12,17,外观,正面
557,_, , ,一般,0,2,整体,中性
558,_, , ,卡死,14,16,硬件&性能,负面
559,_, , ,好看,0,2,外观,正面
560,_, , ,还行,3,5,整体,正面
560,客服态度,8,12,真差,13,15,服务,负面
561,_, , ,一般般,0,3,整体,中性
561,_, , ,卡,12,13,硬件&性能,负面
561,_, , ,会闪退,18,21,硬件&性能,负面
562,质量,0,2,不错,2,4,整体,正面
562,性能,15,17,好,17,18,硬件&性能,正面
562,_, , ,好评,19,21,整体,正面
563,容量,2,4,小,4,5,硬件&性能,负面
563,_, , ,超级烂,8,11,整体,负面
564,机械硬盘,20,24,人为拆卸过,25,30,硬件&性能,负面
565,运行,0,2,稳定,2,4,硬件&性能,正面
565,视频,5,7,比较流畅清晰,8,14,使用场景,正面
565,_, , ,挺好用的,15,19,整体,正面
566,物流,17,19,不正常,20,23,物流,负面
567,速度,14,16,快,16,17,硬件&性能,正面
567,_, , ,一点不卡,18,22,硬件&性能,正面
567,外观,23,25,精致,25,27,外观,正面
567,_, , ,很喜欢,28,31,整体,正面
568,外观,5,7,真的是爱了,7,12,外观,正面
568,外观,5,7,简约大方,14,18,外观,正面
568,外观,5,7,超薄,21,23,外观,正面
568,_, , ,很方便,35,38,外观,正面
569,打个LOL,2,7,六七十度,7,11,使用场景,负面
569,打个LOL,2,7,很卡,11,13,使用场景,负面
570,性能,2,4,很强,4,6,硬件&性能,正面
570,性价比,7,10,很高,10,12,价格,正面
571,_, , ,一点也不卡,5,10,硬件&性能,正面
571,反应,11,13,很快,13,15,硬件&性能,正面
571,_, , ,和新的差不多,16,22,外观,正面
572,_, , ,报错,9,11,软件&性能,负面
572,_, , ,重启,15,17,软件&性能,负面
573,_, , ,好用,2,4,整体,正面
573,价格,35,37,合适,38,40,价格,正面
573,_, , ,好评,41,43,整体,正面
574,_, , ,好的一批,2,6,整体,正面
575,_, , ,很好,2,4,整体,正面
575,带游戏,5,8,有点吃力,10,14,使用场景,正面
576,包装,6,8,很好,12,14,包装,正面
576,上网速度,15,19,很快,19,21,使用场景,正面
576,价格,22,24,实惠,24,26,价格,正面
576,_, , ,满意,27,29,整体,正面
577,_, , ,很一般,0,3,整体,中性
577,风扇声音,5,9,不好,13,15,硬件&性能,负面
577,扬声器,10,13,不好,13,15,硬件&性能,负面
578,外观,0,2,漂亮,2,4,外观,正面
578,质量,11,13,很好,13,15,整体,正面
578,反应速度,16,20,快,20,21,硬件&性能,正面
578,_, , ,一点也不卡,22,27,硬件&性能,正面
578,_, , ,非常满意好评,28,34,整体,正面
579,_, , ,很輕,0,2,外观,正面
579,外表,3,5,很高大上,6,10,外观,正面
579,系統,16,18,只有中文簡體,18,24,软件&性能,负面
580,_, , ,之前都挺好的,11,17,整体,正面
580,_, , ,和死机一样,34,39,硬件&性能,负面
581,包装,0,2,不错,2,4,包装,正面
581,包装,0,2,很好,5,7,包装,正面
582,质量,2,4,很好,4,6,整体,正面
582,_, , ,很不错,7,10,整体,正面
582,_, , ,很好用,14,17,整体,正面
583,性能,2,4,很好,4,6,硬件&性能,正面
583,_, , ,不卡,7,9,硬件&性能,正面
583,_, , ,很流畅,13,16,硬件&性能,正面
583,_, , ,很满意,17,20,整体,正面
584,屏幕,9,11,跟清楚,11,14,硬件&性能,正面
584,外观,15,17,漂亮,17,19,外观,正面
585,价格,13,15,_, , ,价格,负面
585,_, , ,没质量问题,5,10,整体,正面
586,_, , ,垃圾,0,2,整体,负面
586,_, , ,卡死了,5,8,硬件&性能,负面
586,_, , ,老死机,10,13,硬件&性能,负面
587,性能,2,4,不错,4,6,硬件&性能,正面
587,外观,7,9,漂亮,9,11,外观,正面
587,外观,7,9,很喜欢,11,14,外观,正面
587,玩游戏,15,18,杠杠的,18,21,使用场景,正面
588,_, , ,闪屏,7,9,硬件&性能,负面
589,外观,6,8,很漂亮,8,11,外观,正面
589,玩游戏,12,15,一点不卡,15,19,使用场景,正面
589,出门携带,20,24,方便,24,26,外观,正面
589,价格,27,29,实惠,29,31,价格,正面
589,性价比,32,35,高,35,36,价格,正面
590,性价比,0,3,可以,3,5,价格,正面
590,办公,17,19,够了,19,21,使用场景,正面
591,_, , ,卡死,4,6,硬件&性能,负面
591,_, , ,一点也不好用,7,13,整体,负面
592,外观,2,4,很新,5,7,外观,正面
592,_, , ,不卡,11,13,硬件&性能,正面
592,_, , ,很划算,14,17,价格,正面
593,送货,6,8,慢的要死,8,12,物流,负面
594,下载软件,0,4,挺快的,8,11,使用场景,正面
594,_, , ,容易发烫,14,18,硬件&性能,负面
595,_, , ,不错,2,4,整体,正面
596,_, , ,不错,0,2,整体,正面
596,送货,3,5,快,5,6,物流,正面
596,服务,7,9,好,9,10,服务,正面
596,_, , ,没有破损,11,15,包装,正面
596,运行,18,20,很快,20,22,硬件&性能,正面
597,_, , ,非常好,0,3,整体,正面
597,物流,4,6,很快,6,8,物流,正面
598,质量,6,8,很好,8,10,整体,正面
598,性能,13,15,强,15,16,硬件&性能,正面
598,屏幕,17,19,清晰,19,21,硬件&性能,正面
598,灵敏度,22,25,很高,25,27,硬件&性能,正面
598,外观,28,30,精致美观,30,34,外观,正面
598,_, , ,很喜欢,35,38,整体,正面
599,包装,6,8,很严实,8,11,包装,正面
599,包装,6,8,没问题,11,14,包装,正面
599,外观,15,17,不错,22,24,外观,正面
599,运行速度,25,29,很快,29,31,硬件&性能,正面
599,_, , ,实恵,32,34,价格,正面
599,_, , ,很满意,34,37,整体,正面
600,包装,5,7,很好,7,9,包装,正面
600,包装,5,7,无破损,10,13,包装,正面
600,_, , ,和新的一样,20,25,外观,正面
600,_, , ,不卡,27,29,硬件&性能,正面
600,灵敏度反应,30,35,很快,35,37,硬件&性能,正面
600,图案,38,40,特别清晰,43,47,硬件&性能,正面
600,图质,41,43,特别清晰,43,47,硬件&性能,正面
600,音质,48,50,也好,50,52,硬件&性能,正面
601,速度,0,2,挺快,2,4,硬件&性能,正面
601,_, , ,很顺畅,9,12,硬件&性能,正面
602,服务,12,14,真是被动,14,18,服务,负面
602,_, , ,还可以,2,5,整体,正面
603,_, , ,还行,7,9,整体,正面
603,风扇声音,12,16,太大,16,18,硬件&性能,负面
603,系统,21,23,经常更新,23,27,软件&性能,负面
604,反应,16,18,太慢,18,20,硬件&性能,负面
604,_, , ,假货,4,6,真伪,负面
605,_, , ,发热,2,4,硬件&性能,负面
605,_, , ,黑过一次屏,6,11,硬件&性能,负面
606,_, , ,很不错,6,9,整体,正面
606,_, , ,很满意,10,13,整体,正面
607,质量,0,2,不错,2,4,整体,正面
607,运行速度,5,9,很快,9,11,硬件&性能,正面
607,外观,12,14,精致,14,16,外观,正面
607,玩游戏,17,20,不卡,20,22,使用场景,正面
608,_, , ,真心不错,2,6,整体,正面
608,性价比,7,10,蛮高的,10,13,价格,正面
609,开机,7,9,挺快的,10,13,硬件&性能,正面
